Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-10-17 04:30:24,32.3182,-86.9023,171157,2786,74238.0,94133.0,1.0,3490.731024833858,2088896.0,,1.62774528649135,84000001,USA,42602.83876704632,
Alaska,US,2020-10-17 04:30:24,61.3707,-152.4044,10600,66,6237.0,4297.0,2.0,1448.988100526967,522664.0,,0.6226415094339622,84000002,USA,71446.59590319119,
American Samoa,US,2020-10-17 04:30:24,-14.271,-170.132,0,0,,,60.0,0.0,1616.0,,,16,ASM,2904.3331356373897,
Arizona,US,2020-10-17 04:30:24,33.7298,-111.4312,229486,5806,37994.0,185686.0,4.0,3152.8358637930282,2493039.0,,2.5300018301770044,84000004,USA,22110.764850453732,
Arkansas,US,2020-10-17 04:30:24,34.9697,-92.3731,97539,1665,87256.0,8618.0,5.0,3232.118454346273,1197898.0,,1.7070095038907513,84000005,USA,39694.360535011554,
California,US,2020-10-17 04:30:24,36.1162,-119.6816,875667,16819,,,6.0,2216.093991978128,16621956.0,,1.9207928481044463,84000006,USA,42067.88365210431,
Colorado,US,2020-10-17 04:30:24,39.0598,-105.3111,83230,2172,7034.0,74024.0,8.0,1445.282436979226,1625527.0,,2.6096359485762344,84000008,USA,28227.149152175065,
Connecticut,US,2020-10-17 04:30:24,41.5978,-72.7554,62830,4542,9651.0,48637.0,9.0,1762.2704707923933,1967633.0,,7.229030717809963,84000009,USA,55188.62857323969,
Delaware,US,2020-10-17 04:30:24,39.3185,-75.5071,22724,683,11818.0,10223.0,10.0,2333.6249851093285,321142.0,,3.005632811124802,84000010,USA,32979.448819221085,
Diamond Princess,US,2020-10-17 04:30:24,,,49,0,,,88888.0,,,,0.0,84088888,USA,,
District of Columbia,US,2020-10-17 04:30:24,38.8974,-77.0268,16255,641,12731.0,2883.0,11.0,2303.2267845933893,455787.0,,3.9434020301445707,84000011,USA,64582.025621006906,
Florida,US,2020-10-17 04:30:24,27.7663,-81.6868,748437,15830,,,12.0,3484.710702994454,10770161.0,,2.115074481886919,84000012,USA,50145.697379570294,
Georgia,US,2020-10-17 04:30:24,33.0406,-83.6431,337850,7556,,,13.0,3182.0339078512743,3254270.0,,2.236495486162498,84000013,USA,30650.281146376103,
Grand Princess,US,2020-10-17 04:30:24,,,103,3,,,99999.0,,,,2.912621359223301,84099999,USA,,
Guam,US,2020-10-17 04:30:24,13.4443,144.7937,3538,63,2297.0,1178.0,66.0,2154.3089222975236,58122.0,,1.7806670435274166,316,GUM,35390.82622435745,
Hawaii,US,2020-10-17 04:30:24,21.0943,-157.4983,13853,185,10915.0,2753.0,15.0,978.4076526691679,466030.0,,1.3354508048798095,84000015,USA,32914.69850381956,
Idaho,US,2020-10-17 04:30:24,44.2405,-114.4788,51704,523,25214.0,25967.0,16.0,2893.235556624969,345585.0,,1.01152715457218,84000016,USA,19338.13263647377,
Illinois,US,2020-10-17 04:30:24,40.3495,-88.9861,339757,9425,,,17.0,2681.201068102209,6622355.0,,2.774041447269666,84000017,USA,52260.48410879541,
Indiana,US,2020-10-17 04:30:24,39.8494,-86.2583,143495,4001,106319.0,33175.0,18.0,2131.46660855804,2451285.0,,2.7882504616885604,84000018,USA,36411.248653675706,
Iowa,US,2020-10-17 04:30:24,42.0115,-93.2105,105746,1524,80560.0,23662.0,19.0,3351.6213586386357,822775.0,,1.441189264842169,84000019,USA,26077.8683198788,
Kansas,US,2020-10-17 04:30:24,38.5266,-96.7265,72404,861,2379.0,69164.0,20.0,2485.2796505972237,589189.0,,1.1891608198442074,84000020,USA,20224.012928232252,
Kentucky,US,2020-10-17 04:30:24,37.6681,-84.6701,85506,1300,17018.0,67188.0,21.0,1913.8822380241347,1653847.0,,1.5203611442471874,84000021,USA,37018.08525377753,
Louisiana,US,2020-10-17 04:30:24,31.1695,-91.8678,174638,5727,161792.0,7119.0,22.0,3756.6302142017907,2565652.0,,3.279355008646457,84000022,USA,55189.62552438332,
Maine,US,2020-10-17 04:30:24,44.6939,-69.3819,5863,145,5099.0,619.0,23.0,436.16631900325245,533641.0,,2.473136619478083,84000023,USA,39699.16947624333,
Maryland,US,2020-10-17 04:30:24,39.0639,-76.8021,134329,4032,7869.0,122428.0,24.0,2221.9005967897738,3013107.0,,3.0015856590907397,84000024,USA,49839.00901139326,
Massachusetts,US,2020-10-17 04:30:24,42.2302,-71.5301,142346,9702,118892.0,13752.0,25.0,2065.2294239117487,5012963.0,,6.815786885476234,84000025,USA,72730.66112557368,
Michigan,US,2020-10-17 04:30:24,43.3266,-84.5361,159119,7317,104271.0,47531.0,26.0,1593.2840532311618,4225410.0,,4.598445188820945,84000026,USA,42309.70764876277,
Minnesota,US,2020-10-17 04:30:24,45.6945,-93.9002,119396,2265,105120.0,12011.0,27.0,2117.088490880256,2430551.0,,1.8970484773359242,84000027,USA,43097.68793424819,
Mississippi,US,2020-10-17 04:30:24,32.7416,-89.6787,109255,3160,94165.0,11930.0,28.0,3671.0191593230043,838799.0,,2.892316141137705,84000028,USA,28184.039172769917,
Missouri,US,2020-10-17 04:30:24,38.4561,-92.2884,160027,2492,,,29.0,2607.3951498901492,2222854.0,,1.557237216219763,84000029,USA,36218.005327312996,
Montana,US,2020-10-17 04:30:24,46.9219,-110.4544,21595,235,13212.0,8148.0,30.0,2020.531859750107,425462.0,,1.0882148645519796,84000030,USA,39808.26701148415,
Nebraska,US,2020-10-17 04:30:24,41.1254,-98.2681,56714,547,37653.0,18514.0,31.0,2931.8530527169037,529266.0,,0.9644884860880911,84000031,USA,27360.618856001427,
Nevada,US,2020-10-17 04:30:24,38.3135,-117.0554,88685,1707,2326.0,84652.0,32.0,2879.2372853842467,748789.0,,1.9247899870327563,84000032,USA,24310.099878058125,
New Hampshire,US,2020-10-17 04:30:24,43.4525,-71.5639,9514,465,8155.0,894.0,33.0,699.7075113755791,523340.0,,4.88753416018499,84000033,USA,38489.061278462854,
New Jersey,US,2020-10-17 04:30:24,40.2989,-74.521,225290,16202,35753.0,173335.0,34.0,2536.4240125464553,4101399.0,,7.191619690177105,84000034,USA,46175.53778966674,
New Mexico,US,2020-10-17 04:30:24,34.8405,-106.2485,35770,928,19457.0,15385.0,35.0,1705.909256310362,1027392.0,,2.5943528096169977,84000035,USA,48997.41466757661,
New York,US,2020-10-17 04:30:24,42.1657,-74.9481,484512,33362,78117.0,373033.0,36.0,2490.6082747523706,12611431.0,,6.885691169671752,84000036,USA,64828.39311527591,
North Carolina,US,2020-10-17 04:30:24,35.6301,-79.8064,241623,3910,206471.0,31242.0,37.0,2303.7858964516304,3539731.0,,1.6182234307164467,84000037,USA,33750.025266769415,
North Dakota,US,2020-10-17 04:30:24,47.5289,-99.784,30517,388,24882.0,5247.0,38.0,4004.5298151593965,719017.0,,1.2714224858275716,84000038,USA,94351.50945723576,
Northern Mariana Islands,US,2020-10-17 04:30:24,15.0979,145.6739,80,2,29.0,49.0,69.0,145.0747134774409,15536.0,,2.5,580,MNP,28173.509357319017,
Ohio,US,2020-10-17 04:30:24,40.3888,-82.7649,177991,4801,148284.0,24906.0,39.0,1522.7091906134774,3803487.0,,2.697327392958071,84000039,USA,32538.74977543181,
Oklahoma,US,2020-10-17 04:30:24,35.5653,-96.9289,105308,1154,89815.0,14339.0,40.0,2661.3285768331384,1418148.0,,1.0958331750674213,84000040,USA,35839.231573847785,
Oregon,US,2020-10-17 04:30:24,44.572,-122.0709,38935,617,5870.0,32448.0,41.0,923.1253631983218,775189.0,,1.5846924361114678,84000041,USA,18379.263571910717,
Pennsylvania,US,2020-10-17 04:30:24,40.5908,-77.2098,183981,8438,143268.0,32275.0,42.0,1437.128246243611,3579193.0,,4.586343154999701,84000042,USA,17826.370574135002,
Puerto Rico,US,2020-10-17 04:30:24,18.2208,-66.5901,56412,758,25298.0,30356.0,72.0,1766.3558249475373,805699.0,,1.3436857406225626,630,PRI,25227.808299730656,
Rhode Island,US,2020-10-17 04:30:24,41.6809,-71.5118,27691,1172,2501.0,24018.0,44.0,2613.9342490425834,935623.0,,4.232422086598534,84000044,USA,88319.56245321472,
South Carolina,US,2020-10-17 04:30:24,33.8569,-80.945,162253,3615,81106.0,77532.0,45.0,3151.330604108133,1566317.0,,2.2280019475756996,84000045,USA,30421.518849172822,
South Dakota,US,2020-10-17 04:30:24,44.2998,-99.4388,31805,307,24186.0,7312.0,46.0,3595.170568546751,226990.0,,0.9652570350573809,84000046,USA,25658.474056105235,
Tennessee,US,2020-10-17 04:30:24,35.7478,-86.6923,223493,2871,201831.0,18791.0,47.0,3272.621256977784,3274513.0,,1.2846039920713401,84000047,USA,47948.888108576524,
