Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-04-27 02:32:46,32.3182,-86.9023,6475,219,,,1,132.05702007980526,108495,845,3.382239382239382,84000001,USA,2212.7453889665594,13.159943933966671
Alaska,US,2020-04-27 02:32:46,61.3707,-152.4044,340,9,217,114.0,2,46.47697680935554,16177,14,2.6470588235294117,84000002,USA,2706.31987673756,4.117647058823529
American Samoa,US,2020-04-27 02:32:46,-14.270999999999999,-170.132,0,0,,,60,0.0,3,,,16,ASM,5.3917075537822825,
Arizona,US,2020-04-27 02:32:46,33.7298,-111.4312,6534,275,1383,4876.0,4,89.7685677297249,81060,1037,4.2087542087542085,84000004,USA,890.4179129371289,15.870829507193143
Arkansas,US,2020-04-27 02:32:46,34.9697,-92.3731,3001,51,985,1965.0,5,99.44317125963117,39469,291,1.6994335221592802,84000005,USA,1524.4723210688803,9.696767744085305
California,US,2020-04-27 02:32:46,36.1162,-119.6816,43732,1692,,,6,110.6239960226991,526084,4928,3.870967741935484,84000006,USA,1341.755971008416,11.313650764497911
Colorado,US,2020-04-27 02:32:46,39.0598,-105.3111,13441,688,2150,10603.0,8,233.40191319761837,59791,2410,5.118666765865635,84000008,USA,1055.1080475039498,17.930213525779333
Connecticut,US,2020-04-27 02:32:46,41.5978,-72.7554,25269,1924,,,9,708.7507962192104,79811,1766,7.614072579049428,84000009,USA,2238.557513041727,6.988800506549527
Delaware,US,2020-04-27 02:32:46,39.3185,-75.5071,4034,170,911,2953.0,10,414.2687550576936,19249,317,4.214179474467031,84000010,USA,1976.762336664736,7.858205255329698
Diamond Princess,US,2020-04-27 02:32:46,,,49,0,0,49.0,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-04-27 02:32:46,38.8974,-77.0268,3841,178,657,3006.0,11,544.244483520345,18068,402,4.634209841187191,84000011,USA,2560.1169820998684,10.466024472793544
Florida,US,2020-04-27 02:32:46,27.7663,-81.6868,31532,1075,,,12,146.8124877402121,537559,5155,3.409235062793353,84000012,USA,2502.8661073557237,16.34847139413929
Georgia,US,2020-04-27 02:32:46,33.0406,-83.6431,23486,916,,,13,221.20245185672644,123223,4359,3.900195861364217,84000013,USA,1215.2897121159028,18.55999318743081
Grand Princess,US,2020-04-27 02:32:46,,,103,3,0,100.0,99999,,,,2.912621359223301,84099999,USA,,
Guam,US,2020-04-27 02:32:46,13.4443,144.7937,141,5,128,8.0,66,85.85572584622692,1528,2,3.5460992907801416,316,GUM,930.408149595991,1.4184397163120568
Hawaii,US,2020-04-27 02:32:46,21.0943,-157.4983,606,14,482,110.0,15,42.80047913935723,28483,68,2.31023102310231,84000015,USA,2011.8153449744523,11.221122112211221
Idaho,US,2020-04-27 02:32:46,44.2405,-114.4788,1897,56,938,903.0,16,106.15170684893947,19565,169,2.952029520295203,84000016,USA,1214.8423747451873,8.908803373748023
Illinois,US,2020-04-27 02:32:46,40.3495,-88.9861,43903,1933,,,17,346.46164904002353,214952,4595,4.402888185317632,84000017,USA,1831.6151644906338,10.466255153406372
Indiana,US,2020-04-27 02:32:46,39.8494,-86.2583,15012,993,,,18,222.9873983600355,81708,1446,6.614708233413269,84000018,USA,1248.5952768294103,9.632294164668265
Iowa,US,2020-04-27 02:32:46,42.0115,-93.2105,5476,118,1900,3458.0,19,173.56191780214067,36090,286,2.1548575602629656,84000019,USA,1377.106153935971,5.222790357925493
Kansas,US,2020-04-27 02:32:46,38.5266,-96.7265,3277,121,,,20,112.48358398717062,26227,485,3.6924015868172106,84000020,USA,1075.5435335338948,14.800122062862375
Kentucky,US,2020-04-27 02:32:46,37.6681,-84.6701,4085,208,1501,2376.0,21,91.4346237963253,46558,1266,5.091799265605875,84000021,USA,1360.031525108937,30.991432068543453
Louisiana,US,2020-04-27 02:32:46,31.1695,-91.8678,26773,1729,14927,10117.0,22,575.9128066332903,143036,1701,6.457998730063871,84000022,USA,3111.3274715885486,6.35341575467822
Maine,US,2020-04-27 02:32:46,44.6939,-69.3819,1015,50,532,433.0,23,75.5089226996932,17799,159,4.926108374384237,84000023,USA,1516.091059159834,15.665024630541872
Maryland,US,2020-04-27 02:32:46,39.0639,-76.8021,18581,910,1177,16494.0,24,307.34342538804566,96665,3962,4.897475916258544,84000024,USA,1626.4437390791534,21.322856681556427
Massachusetts,US,2020-04-27 02:32:46,42.2302,-71.5301,54938,2899,,,25,797.0689312721373,236100,5104,5.276857548509229,84000025,USA,3439.7995737620654,9.290472896719939
Michigan,US,2020-04-27 02:32:46,43.3266,-84.5361,37778,3315,8342,26121.0,26,378.27716968411585,193879,2757,8.774948382656573,84000026,USA,2433.4466847381264,7.297898247657367
Minnesota,US,2020-04-27 02:32:46,45.6945,-93.9002,3602,272,1774,1556.0,27,63.86941559307416,58987,829,7.551360355358135,84000027,USA,1192.5127657311937,23.014991671293725
Mississippi,US,2020-04-27 02:32:46,32.7416,-89.6787,5911,227,,,28,198.61236786195852,60788,1001,3.840297749957706,84000028,USA,2099.6088015844125,16.934528844527154
Missouri,US,2020-04-27 02:32:46,38.4561,-92.2884,7193,281,,,29,117.19893088766173,69748,679,3.9065758376199082,84000029,USA,1190.3494112764051,9.536516853932584
Montana,US,2020-04-27 02:32:46,46.9219,-110.4544,448,14,339,95.0,30,41.91703047779801,12862,61,3.125,84000030,USA,1485.2416953141328,13.616071428571429
Nebraska,US,2020-04-27 02:32:46,41.1254,-98.2681,3028,56,,,31,156.53367852076707,21228,,1.8494055482166447,84000031,USA,1391.7517662423488,
Nevada,US,2020-04-27 02:32:46,38.3135,-117.0554,4734,206,,,32,153.6935142246042,38186,,4.351499788762146,84000032,USA,1265.8215259934955,
New Hampshire,US,2020-04-27 02:32:46,43.4525,-71.5639,1864,60,777,1027.0,33,137.0879547197897,18751,238,3.218884120171674,84000033,USA,1411.8155506765813,12.768240343347639
New Jersey,US,2020-04-27 02:32:46,40.2989,-74.521,109038,5938,,,34,1227.6026520486503,223144,6573,5.4458078834901595,84000034,USA,2512.263304432803,6.02817366422715
New Mexico,US,2020-04-27 02:32:46,34.8405,-106.2485,2726,99,614,2013.0,35,130.00583261677514,53735,412,3.6316947909024213,84000035,USA,3222.42498349358,15.113719735876742
