Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-06-12 05:10:05,32.3182,-86.9023,23370,755,13508,9107.0,1,476.62896668186085,411010,2165,3.2306375695335903,84000001,USA,8382.51055181479,9.476909608229372
Alaska,US,2020-06-12 05:10:05,61.3707,-152.4044,622,11,397,214.0,2,85.02552816299749,69011,,1.7684887459807075,84000002,USA,9433.59601938363,
American Samoa,US,2020-06-12 05:10:05,-14.271,-170.132,0,0,,,60,0.0,174,,,16,ASM,312.7190381193724,
Arizona,US,2020-06-12 05:10:05,33.7298,-111.4312,31267,1135,5980,24152.0,4,429.56746360656695,429051,3531,3.6300252662551573,84000004,USA,4253.249576814155,11.293056577221993
Arkansas,US,2020-06-12 05:10:05,34.9697,-92.3731,10816,171,7351,3294.0,5,358.4063113442755,176665,925,1.580991124260355,84000005,USA,5854.091253109878,8.552144970414199
California,US,2020-06-12 05:10:05,36.1162,-119.6816,143617,4861,,,6,363.2977066362477,2597647,,3.3863473287494688,84000006,USA,6574.287151598634,
Colorado,US,2020-06-12 05:10:05,39.0598,-105.3111,28647,1582,4150,22915.0,8,497.4529132781916,230345,5035,5.522393269801375,84000008,USA,3999.922899747445,17.58521933500978
Connecticut,US,2020-06-12 05:10:05,41.5978,-72.7554,44461,4146,7611,32704.0,9,1247.0524813289926,321948,9912,9.325026427655699,84000009,USA,9030.072473828897,22.2936955983896
Delaware,US,2020-06-12 05:10:05,39.3185,-75.5071,10106,535,6001,3570.0,10,1037.828467678,74033,,5.293884820898477,84000010,USA,7602.766173323311,
Diamond Princess,US,2020-06-12 05:10:05,,,49,0,,,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-06-12 05:10:05,38.8974,-77.0268,9589,502,1143,7944.0,11,1358.6983474294686,59288,,5.235165293565544,84000011,USA,8400.720369423123,
Florida,US,2020-06-12 05:10:05,27.7663,-81.6868,69069,2848,,,12,321.58415944845586,1917732,11850,4.123412819064993,84000012,USA,8928.929523627186,17.15675628719107
Georgia,US,2020-06-12 05:10:05,33.0406,-83.6431,54973,2375,,,13,517.762172610058,584241,9073,4.320302694049806,84000013,USA,5502.662934310896,16.504465828679532
Grand Princess,US,2020-06-12 05:10:05,,,103,3,,,99999,,,,2.912621359223301,84099999,USA,,
Guam,US,2020-06-12 05:10:05,13.4443,144.7937,183,5,168,10.0,66,111.42977184297536,8380,,2.73224043715847,316,GUM,5102.63108220838,
Hawaii,US,2020-06-12 05:10:05,21.0943,-157.4983,692,17,622,53.0,15,48.87447452877096,57295,85,2.4566473988439306,84000015,USA,4046.622858563486,12.283236994219651
Idaho,US,2020-06-12 05:10:05,44.2405,-114.4788,3260,85,2628,547.0,16,182.42201598710736,60115,262,2.607361963190184,84000016,USA,3363.895549406429,8.036809815950921
Illinois,US,2020-06-12 05:10:05,40.3495,-88.9861,130603,6185,,,17,1030.6569197907704,1123051,,4.735725825593593,84000017,USA,8862.585732547832,
Indiana,US,2020-06-12 05:10:05,39.8494,-86.2583,38748,2322,27321,9105.0,18,575.5605989644722,327342,6314,5.992567358315268,84000018,USA,4862.319541298344,16.295034582430066
Iowa,US,2020-06-12 05:10:05,42.0115,-93.2105,22973,640,13956,8377.0,19,728.1296453010551,208539,,2.785879075436382,84000019,USA,6609.647329536271,
Kansas,US,2020-06-12 05:10:05,38.5266,-96.7265,10823,243,657,9923.0,20,371.5013211758156,123742,954,2.2452185161230713,84000020,USA,4247.465257778598,8.814561581816502
Kentucky,US,2020-06-12 05:10:05,37.6681,-84.6701,11945,493,3379,8073.0,21,267.3651361682021,281094,2406,4.127249895353705,84000021,USA,6291.731735961876,20.14231896190875
Louisiana,US,2020-06-12 05:10:05,31.1695,-91.8678,44472,2987,33904,7581.0,22,956.6352047434237,469673,,6.716585716855549,84000022,USA,10103.11491539526,
Maine,US,2020-06-12 05:10:05,44.6939,-69.3819,2667,100,2062,505.0,23,198.4062037833318,65457,308,3.749531308586427,84000023,USA,4869.5443873436625,11.548556430446196
Maryland,US,2020-06-12 05:10:05,39.0639,-76.8021,60197,2875,4365,52957.0,24,995.702716650567,392370,9789,4.775985514228283,84000024,USA,6490.088790673671,16.261607721315016
Massachusetts,US,2020-06-12 05:10:05,42.2302,-71.5301,104667,7492,,,25,1518.5629951847682,683088,10654,7.157938987455454,84000025,USA,9910.59416296228,10.178948474686386
Michigan,US,2020-06-12 05:10:05,43.3266,-84.5361,65449,5985,42041,17423.0,26,655.3513282507199,770520,,9.144524744457517,84000026,USA,7715.34027171912,
Minnesota,US,2020-06-12 05:10:05,45.6945,-93.9002,29316,1280,24870,3166.0,27,519.8211514510167,381841,3522,4.366216400600354,84000027,USA,6770.672270814834,12.013917314776911
Mississippi,US,2020-06-12 05:10:05,32.7416,-89.6787,18483,868,13356,4259.0,28,621.0374547779697,213885,2614,4.696207325650598,84000028,USA,7186.636152961428,14.142725747984636
Missouri,US,2020-06-12 05:10:05,38.4561,-92.2884,15693,870,,,29,255.69342727930984,259040,,5.543873064423629,84000029,USA,4220.6605112108855,
Montana,US,2020-06-12 05:10:05,46.9219,-110.4544,563,18,487,58.0,30,52.67698249776848,55777,74,3.197158081705151,84000030,USA,5218.763859286026,13.143872113676732
Nebraska,US,2020-06-12 05:10:05,41.1254,-98.2681,16315,212,8946,7157.0,31,843.4104904446218,127662,1000,1.2994177137603433,84000031,USA,6599.538463447216,6.129328838492185
Nevada,US,2020-06-12 05:10:05,38.3135,-117.0554,10473,459,560,9454.0,32,340.0152459810477,193254,,4.38269836723002,84000032,USA,6274.16273721201,
New Hampshire,US,2020-06-12 05:10:05,43.4525,-71.5639,5209,308,3585,1316.0,33,383.09611380653683,89907,500,5.912843156076022,84000033,USA,6612.213918987197,9.59877135726627
New Jersey,US,2020-06-12 05:10:05,40.2989,-74.521,166318,12443,28376,125499.0,34,1872.4886542620682,1030793,18492,7.481451195901827,84000034,USA,11605.167194126674,11.152120422637141
New Mexico,US,2020-06-12 05:10:05,34.8405,-106.2485,9367,420,3806,5141.0,35,446.7221695235997,245557,1583,4.48382619835593,84000035,USA,11710.873895773091,16.89975445713676
New York,US,2020-06-12 05:10:05,42.1657,-74.9481,380892,30422,68211,282259.0,36,1957.95515278668,2729005,89995,7.987040945989939,84000036,USA,14028.30566599092,23.627432448043013
North Carolina,US,2020-06-12 05:10:05,35.6301,-79.8064,39584,1106,23653,14825.0,37,377.4187926031104,572677,,2.794058205335489,84000037,USA,5460.26328545805,
North Dakota,US,2020-06-12 05:10:05,47.5289,-99.784,2980,74,2515,391.0,38,391.0442982329522,82788,193,2.4832214765100673,84000038,USA,10863.683007419344,6.476510067114093
Northern Mariana Islands,US,2020-06-12 05:10:05,15.0979,145.6739,30,2,19,9.0,69,54.40301755404033,7581,,6.666666666666667,580,MNP,13747.64253590599,
Ohio,US,2020-06-12 05:10:05,40.3888,-82.7649,40004,2343,,,39,342.23336270542643,512583,6753,5.856914308569143,84000039,USA,4385.136580232866,16.88081191880812
Oklahoma,US,2020-06-12 05:10:05,35.5653,-96.9289,7626,358,6263,1005.0,40,192.72317133484174,241445,1092,4.694466299501705,84000040,USA,6101.763192098199,14.319433516915815
Oregon,US,2020-06-12 05:10:05,44.572,-122.0709,5237,171,2350,2716.0,41,124.16611087889075,161804,864,3.265228184074852,84000041,USA,3836.275234800084,16.49799503532557
Pennsylvania,US,2020-06-12 05:10:05,40.5908,-77.2098,81139,6122,55665,19352.0,42,633.7999509295001,648389,,7.545076966686797,84000042,USA,4330.3583529090665,
Puerto Rico,US,2020-06-12 05:10:05,18.2208,-66.5901,5352,144,,,72,167.5802378061267,179660,,2.690582959641256,630,PRI,5625.460673439597,
Rhode Island,US,2020-06-12 05:10:05,41.6809,-71.5118,15862,901,1419,13542.0,44,1497.3177226648895,187803,1842,5.680242088009078,84000044,USA,17727.95109504692,11.61265918547472
South Carolina,US,2020-06-12 05:10:05,33.8569,-80.945,16441,588,7928,7925.0,45,319.32245605407485,230057,1898,3.5764247916793384,84000045,USA,4468.2419726556955,11.544309956815278
South Dakota,US,2020-06-12 05:10:05,44.2998,-99.4388,5665,73,4664,928.0,46,640.3597318288741,61744,514,1.2886142983230362,84000046,USA,6979.412406362227,9.073256840247133
