Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-07-25 04:47:52,32.3182,-86.9023,76795,1438,32510,42847.0,1,1566.2268505063546,942106,9157,1.8725177420404975,84000001,USA,19214.16385471892,12.047891586079864
Alaska,US,2020-07-25 04:47:52,61.3707,-152.4044,2291,19,800,1472.0,2,313.1728055006869,200572,,0.8293321693583589,84000002,USA,27417.588801782527,
American Samoa,US,2020-07-25 04:47:52,-14.270999999999999,-170.132,0,0,,,60,0.0,1037,,,16,ASM,1863.7335777574092,
Arizona,US,2020-07-25 04:47:52,33.7298,-111.4312,156301,3143,20171,132987.0,4,2147.370202743148,1224884,7461,2.0108636541033005,84000004,USA,11496.765157925496,4.773481935496254
Arkansas,US,2020-07-25 04:47:52,34.9697,-92.3731,37249,394,29827,7028.0,5,1234.30812604132,461464,2361,1.0577465166850117,84000005,USA,15291.38406602947,6.338425192622621
California,US,2020-07-25 04:47:52,36.1162,-119.6816,449484,8218,,,6,1137.3442592688343,6915876,,1.828701128195999,84000006,USA,17503.130613531917,
Colorado,US,2020-07-25 04:47:52,39.0598,-105.3111,42980,1790,5122,36068.0,8,746.3443366738812,470877,6149,4.164727780362959,84000008,USA,8176.742257328691,14.312648386946604
Connecticut,US,2020-07-25 04:47:52,41.5978,-72.7554,48776,4413,8516,35847.0,9,1368.0806061335315,713072,10712,9.04748236837789,84000009,USA,20000.4095041998,21.961620469083154
Delaware,US,2020-07-25 04:47:52,39.3185,-75.5071,14202,592,7936,5674.0,10,1458.4642685496692,164326,,4.168426982115195,84000010,USA,16875.341458505347,
Diamond Princess,US,2020-07-25 04:47:52,,,49,0,,,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-07-25 04:47:52,38.8974,-77.0268,11649,581,9582,1486.0,11,1650.5868233607132,165260,,4.987552579620568,84000011,USA,23416.25705456189,
Florida,US,2020-07-25 04:47:52,27.7663,-81.6868,402312,5653,,,12,1873.158238225936,5363941,23575,1.4051283580902385,84000012,USA,24974.423515848062,5.859879894211458
Georgia,US,2020-07-25 04:47:52,33.0406,-83.6431,161420,3443,,,13,1520.3312517547809,1382444,16752,2.1329451121298475,84000013,USA,13020.522964941681,10.377896171478131
Grand Princess,US,2020-07-25 04:47:52,,,103,3,,,99999,,,,2.912621359223301,84099999,USA,,
Guam,US,2020-07-25 04:47:52,13.4443,144.7937,337,5,244,88.0,66,205.201273831053,19469,,1.4836795252225519,316,GUM,11854.788131207035,
