Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-04-19 23:41:01,32.3182,-86.9023,4978,157,,,1,101.52584493548581,86711,641,3.1538770590598633,84000001,USA,1768.462744114285,13.113747954173487
Alaska,US,2020-04-19 23:41:01,61.3707,-152.4044,319,9,153,157.0,2,43.60634000642476,9895,37,2.8213166144200628,84000002,USA,1655.3770897149138,11.598746081504702
American Samoa,US,,-14.270999999999999,-170.132,0,0,,,60,0.0,3,,,16,ASM,5.3917075537822825,
Arizona,US,2020-04-19 23:41:01,33.7298,-111.4312,4933,184,994,3755.0,4,67.77293305949387,65652,631,3.729981755524022,84000004,USA,728.0129176611757,12.791404824650314
Arkansas,US,2020-04-19 23:41:01,34.9697,-92.3731,1781,39,721,1021.0,5,59.01642386317998,24209,291,2.18978102189781,84000005,USA,935.0617046481168,16.339135317237506
California,US,2020-04-19 23:41:01,36.1162,-119.6816,31304,1160,,,6,79.17043796801815,280900,4731,3.7082028003324594,84000006,USA,716.4240924572199,15.052018707645319
Colorado,US,2020-04-19 23:41:01,39.0598,-105.3111,9730,420,,,8,168.9606885955529,44606,1797,4.316546762589928,84000008,USA,787.1443790363296,18.468653648509765
Connecticut,US,2020-04-19 23:41:01,41.5978,-72.7554,17962,1127,,,9,503.8023586880944,58213,1938,6.27435697583788,84000009,USA,1632.77177966318,10.789444382585458
Delaware,US,2020-04-19 23:41:01,39.3185,-75.5071,2538,91,466,1981.0,10,260.6381012237051,14794,249,3.5855003940110324,84000010,USA,1519.2592866444024,9.810874704491725
Diamond Princess,US,2020-04-19 23:41:01,,,49,0,0,49.0,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-04-19 23:41:01,38.8974,-77.0268,2793,96,622,2075.0,11,395.7497637261973,13699,313,3.4371643394199785,84000011,USA,1941.0583649427772,11.206587898317222
Florida,US,2020-04-19 23:41:01,27.7663,-81.6868,26314,774,,,12,122.51756318647537,419506,3930,2.9414000152010336,84000012,USA,1953.213227259464,14.935015581059512
Georgia,US,2020-04-19 23:41:01,33.0406,-83.6431,18301,687,,,13,172.36762630630804,79933,3464,3.7538932298781487,84000013,USA,788.3410772222755,18.927927435659253
