Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-10-13 04:30:36,32.3182,-86.9023,166514,2665,71240.0,92609.0,1.0,3396.0374736013428,2018934.0,,1.6004660268806226,84000001,USA,41175.97031317399,
Alaska,US,2020-10-13 04:30:36,61.3707,-152.4044,9929,61,5802.0,4066.0,2.0,1357.2644198237977,505927.0,,0.6143619699869071,84000002,USA,69158.69837125536,
American Samoa,US,2020-10-13 04:30:36,-14.271,-170.132,0,0,,,60.0,0.0,1616.0,,,16,ASM,2904.3331356373897,
Arizona,US,2020-10-13 04:30:36,33.7298,-111.4312,226050,5759,37287.0,183004.0,4.0,3105.629742164725,2403048.0,,2.5476664454766644,84000004,USA,21627.437912478257,
Arkansas,US,2020-10-13 04:30:36,34.9697,-92.3731,93487,1586,84055.0,7846.0,5.0,3097.848634304945,1155066.0,,1.6964925604629522,84000005,USA,38275.05033461418,
California,US,2020-10-13 04:30:36,36.1162,-119.6816,862826,16498,,,6.0,2183.6078420594054,16191341.0,,1.9121642296173353,84000006,USA,40978.05633461828,
Colorado,US,2020-10-13 04:30:36,39.0598,-105.3111,79037,2116,6835.0,70086.0,8.0,1372.471320095243,1560179.0,,2.6772271214747523,84000008,USA,27092.38624587062,
Connecticut,US,2020-10-13 04:30:36,41.5978,-72.7554,61377,4532,9522.0,47323.0,9.0,1721.516388442221,1896944.0,,7.383873437932776,84000009,USA,53205.92704037571,
Delaware,US,2020-10-13 04:30:36,39.3185,-75.5071,22289,676,11493.0,10120.0,10.0,2288.952970124178,314281.0,,3.0328861770380007,84000010,USA,32274.863313903574,
Diamond Princess,US,2020-10-13 04:30:36,,,49,0,,,88888.0,,,,0.0,84088888,USA,,
District of Columbia,US,2020-10-13 04:30:36,38.8974,-77.0268,16022,637,12539.0,2846.0,11.0,2270.2122142574767,438819.0,,3.9757832979652976,84000011,USA,62177.77141731692,
Florida,US,2020-10-13 04:30:36,27.7663,-81.6868,736024,15412,,,12.0,3426.9159735031676,10523837.0,,2.0939534580394117,84000012,USA,48998.81677478405,
Georgia,US,2020-10-13 04:30:36,33.0406,-83.6431,332311,7429,,,13.0,3129.8649399199785,3168126.0,,2.235556451637171,84000013,USA,29838.93549310412,
Grand Princess,US,2020-10-13 04:30:36,,,103,3,,,99999.0,,,,2.912621359223301,84099999,USA,,
Guam,US,2020-10-13 04:30:36,13.4443,144.7937,3170,60,2189.0,921.0,66.0,1930.231566897442,55690.0,,1.8927444794952681,316,GUM,33909.9671799743,
Hawaii,US,2020-10-13 04:30:36,21.0943,-157.4983,13514,169,10750.0,2595.0,15.0,954.4648103783393,454713.0,,1.2505549800207192,84000015,USA,32115.40308728472,
Idaho,US,2020-10-13 04:30:36,44.2405,-114.4788,48663,510,24304.0,23849.0,16.0,2723.0682711596946,335670.0,,1.048024166204303,84000016,USA,18783.31230257433,
Illinois,US,2020-10-13 04:30:36,40.3495,-88.9861,324918,9243,,,17.0,2564.0987195131625,6358299.0,,2.844717744169298,84000017,USA,50176.679421213405,
Indiana,US,2020-10-13 04:30:36,39.8494,-86.2583,136555,3875,102769.0,29911.0,18.0,2028.3802413439016,1495852.0,,2.837684449489217,84000018,USA,22219.300946686373,
Iowa,US,2020-10-13 04:30:36,42.0115,-93.2105,100453,1481,76611.0,22361.0,19.0,3183.859629104901,822140.0,,1.4743213244004658,84000019,USA,26057.741983537606,
Kansas,US,2020-10-13 04:30:36,38.5266,-96.7265,69231,789,2301.0,66141.0,20.0,2376.365884350262,572081.0,,1.1396628677904408,84000020,USA,19636.777909967826,
Kentucky,US,2020-10-13 04:30:36,37.6681,-84.6701,80930,1255,13615.0,66060.0,21.0,1811.4575529587773,1565097.0,,1.5507228469047325,84000021,USA,35031.59250912052,
Louisiana,US,2020-10-13 04:30:36,31.1695,-91.8678,172119,5669,157873.0,8577.0,22.0,3702.4441177647363,2492265.0,,3.2936514853095824,84000022,USA,53611.00104672309,
Maine,US,2020-10-13 04:30:36,44.6939,-69.3819,5752,143,4998.0,611.0,23.0,427.9086929740249,491138.0,,2.4860917941585536,84000023,USA,36537.24263732209,
Maryland,US,2020-10-13 04:30:36,39.0639,-76.8021,131861,4003,7738.0,120120.0,24.0,2181.078059043813,1742435.0,,3.0357725180303503,84000024,USA,28821.158248534488,
Massachusetts,US,2020-10-13 04:30:36,42.2302,-71.5301,139663,9617,116364.0,13682.0,25.0,2026.3030716127364,4815399.0,,6.885860965323672,84000025,USA,69864.30038550582,
Michigan,US,2020-10-13 04:30:36,43.3266,-84.5361,151396,7225,104271.0,39900.0,26.0,1515.9524162606915,4061097.0,,4.772252899680309,84000026,USA,40664.41524095118,
Minnesota,US,2020-10-13 04:30:36,45.6945,-93.9002,113439,2197,101376.0,9866.0,27.0,2011.4610314999277,2337122.0,,1.9367237017251562,84000027,USA,41441.03728753933,
Mississippi,US,2020-10-13 04:30:36,32.7416,-89.6787,105228,3101,94165.0,7962.0,28.0,3535.7100736555863,809883.0,,2.9469342760482,84000028,USA,27212.448032675788,
Missouri,US,2020-10-13 04:30:36,38.4561,-92.2884,150759,2437,,,29.0,2456.387268412762,2075699.0,,1.6164872412260627,84000029,USA,33820.3397253703,
