Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-11-03 06:00:57,32.3182,-86.9023,195692,2973,81005.0,111714.0,1.0,3991.120057676796,2320999.0,,1.5192240868303253,84000001,USA,47336.557768063,
Alaska,US,2020-11-03 06:00:57,61.3707,-152.4044,17063,86,7110.0,9867.0,2.0,2332.4607508765694,620170.0,,0.5040145343726191,84000002,USA,84775.37267017066,
American Samoa,US,2020-11-03 06:00:57,-14.271,-170.132,0,0,,,60.0,0.0,1768.0,,,16,ASM,3177.5129850290255,
Arizona,US,2020-11-03 06:00:57,33.7298,-111.4312,248139,5982,41589.0,200568.0,4.0,3409.1035549259573,2855088.0,,2.4107455901732497,84000004,USA,24627.99419183353,
Arkansas,US,2020-11-03 06:00:57,34.9697,-92.3731,113641,1985,101507.0,10149.0,5.0,3765.685246623041,1363429.0,,1.7467287334676744,84000005,USA,45179.508013111525,
California,US,2020-11-03 06:00:57,36.1162,-119.6816,948972,17687,,,6.0,2401.7454042006193,18912501.0,,1.8637847042570836,84000006,USA,47864.93789529382,
Colorado,US,2020-11-03 06:00:57,39.0598,-105.3111,112147,2292,8038.0,101817.0,8.0,1947.423879129031,2034795.0,,2.043746154600658,84000008,USA,35334.055945610286,
Connecticut,US,2020-11-03 06:00:57,41.5978,-72.7554,73858,4627,9800.0,59431.0,9.0,2071.5863828073307,2367994.0,,6.264724200492838,84000009,USA,66418.0471305676,
Delaware,US,2020-11-03 06:00:57,39.3185,-75.5071,25311,740,13375.0,11196.0,10.0,2599.2951064118206,565983.0,,2.92363004227411,84000010,USA,58123.22082147215,
Diamond Princess,US,2020-11-03 06:00:57,,,49,0,,,88888.0,,,,0.0,84088888,USA,,
District of Columbia,US,2020-11-03 06:00:57,38.8974,-77.0268,17438,647,13443.0,3348.0,11.0,2470.850118101478,528174.0,,3.7102878770501206,84000011,USA,74838.78829442196,
Florida,US,2020-11-03 06:00:57,27.7663,-81.6868,812063,16834,,,12.0,3780.952341487374,11813278.0,,2.0729918737831916,84000012,USA,55002.43345004178,
Georgia,US,2020-11-03 06:00:57,33.0406,-83.6431,362921,7999,,,13.0,3418.1646525715328,3596700.0,,2.204060938882016,84000013,USA,33875.45169859013,
Grand Princess,US,2020-11-03 06:00:57,,,103,3,,,99999.0,,,,2.912621359223301,84099999,USA,,
Guam,US,2020-11-03 06:00:57,13.4443,144.7937,4628,79,2666.0,1883.0,66.0,2818.0163064988524,67664.0,,1.7070008643042351,316,GUM,41201.00591247587,
Hawaii,US,2020-11-03 06:00:57,21.0943,-157.4983,15231,219,11824.0,3188.0,15.0,1075.732834606518,533672.0,,1.437857002166634,84000015,USA,37692.10776115355,
Idaho,US,2020-11-03 06:00:57,44.2405,-114.4788,65845,632,30218.0,34995.0,16.0,3684.5330192242586,387935.0,,0.9598299035613942,84000016,USA,21707.94011409769,
Illinois,US,2020-11-03 06:00:57,40.3495,-88.9861,429749,10093,,,17.0,3391.3752411748874,7882680.0,,2.348580217755015,84000017,USA,62206.37112850631,
Indiana,US,2020-11-03 06:00:57,39.8494,-86.2583,185185,4587,123980.0,56618.0,18.0,2750.7275090130015,2970330.0,,2.476982476982477,84000018,USA,44121.113707085286,
Iowa,US,2020-11-03 06:00:57,42.0115,-93.2105,132516,1756,93943.0,36817.0,19.0,4200.096986754652,900994.0,,1.3251230040146096,84000019,USA,28557.02092188129,
Kansas,US,2020-11-03 06:00:57,38.5266,-96.7265,90619,1048,2682.0,86889.0,20.0,3110.5126326925283,655267.0,,1.156490360741125,84000020,USA,22492.15154974713,
Kentucky,US,2020-11-03 06:00:57,37.6681,-84.6701,109670,1492,18516.0,89662.0,21.0,2454.7454569750294,1926140.0,,1.3604449712774687,84000021,USA,43112.82405851995,
