Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-06-01 02:32:54,32.3182,-86.9023,18200,630,9355,8215.0,1,371.187299683777,321409,1844,3.4615384615384617,84000001,USA,6555.106527695773,10.271836007130124
Alaska,US,2020-06-01 02:32:54,61.3707,-152.4044,461,10,368,83.0,2,63.01731267386148,51695,,2.1691973969631237,84000002,USA,7066.5509298812785,
American Samoa,US,2020-06-01 02:32:54,-14.270999999999999,-170.132,0,0,,,60,0.0,174,,,16,ASM,312.7190381193724,
Arizona,US,2020-06-01 02:32:54,33.7298,-111.4312,19936,907,4761,14268.0,4,273.8944239760936,310662,2998,4.549558587479936,84000004,USA,3094.0342920325106,15.03812199036918
Arkansas,US,2020-06-01 02:32:54,34.9697,-92.3731,7253,133,5275,1845.0,5,240.34032693972173,129515,711,1.833723976285675,84000005,USA,4291.69687627162,9.802840204053496
California,US,2020-06-01 02:32:54,36.1162,-119.6816,113859,4110,,,6,288.03492023215193,1944848,,3.6113136922387508,84000006,USA,4922.142699994379,
Colorado,US,2020-06-01 02:32:54,39.0598,-105.3111,26378,1445,3919,21014.0,8,458.05190583489156,180627,4333,5.478049890059898,84000008,USA,3136.5737203441868,16.435290547716583
Connecticut,US,2020-06-01 02:32:54,41.5978,-72.7554,42201,3944,7127,31130.0,9,1183.663475058249,250046,12538,9.345750100708514,84000009,USA,7013.348434501907,29.710196440842633
Delaware,US,2020-06-01 02:32:54,39.3185,-75.5071,9498,497,5266,3735.0,10,975.3903409861116,60671,,5.232680564329333,84000010,USA,6230.565106124276,
Diamond Princess,US,2020-06-01 02:32:54,,,49,0,,,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-06-01 02:32:54,38.8974,-77.0268,8801,466,1116,7219.0,11,1247.0439207140216,46483,,5.294852857629815,84000011,USA,6586.33593529711,
Florida,US,2020-06-01 02:32:54,27.7663,-81.6868,56163,2451,,,12,261.4940298412258,1485414,10453,4.364083115218204,84000012,USA,6916.063829257244,18.611897512597263
Georgia,US,2020-06-01 02:32:54,33.0406,-83.6431,47063,2053,,,13,443.261985511927,465525,7946,4.362237851390689,84000013,USA,4384.538508073004,16.883751567048424
Grand Princess,US,2020-06-01 02:32:54,,,103,3,,,99999,,,,2.912621359223301,84099999,USA,,
Guam,US,2020-06-01 02:32:54,13.4443,144.7937,172,5,144,23.0,66,104.73180741525553,6102,,2.9069767441860463,316,GUM,3715.5435398133095,
