Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-09-11 04:30:23,32.3182,-86.9023,135138,2301,54223.0,78614.0,1.0,2756.1268848717723,1616468.0,,1.7027039026772632,84000001,USA,32967.71384314481,
Alaska,US,2020-09-11 04:30:23,61.3707,-152.4044,6059,42,2351.0,3666.0,2.0,828.2470661408389,393077.0,,0.6931836936788249,84000002,USA,53732.442980267784,
American Samoa,US,2020-09-11 04:30:23,-14.271,-170.132,0,0,,,60.0,0.0,1571.0,,,16,ASM,2823.457522330656,
Arizona,US,2020-09-11 04:30:23,33.7298,-111.4312,207002,5273,32310.0,169419.0,4.0,2843.93527046044,1894723.0,,2.5473183833972617,84000004,USA,17485.69150304923,
Arkansas,US,2020-09-11 04:30:23,34.9697,-92.3731,66804,940,60668.0,5196.0,5.0,2213.662650059447,797178.0,,1.4071013711753788,84000005,USA,26415.830849187027,
California,US,2020-09-11 04:30:23,36.1162,-119.6816,752267,13915,,,6.0,1903.7197679310527,12389991.0,,1.8499020209996784,84000006,USA,31357.362505268306,
Colorado,US,2020-09-11 04:30:23,39.0598,-105.3111,60175,1979,6102.0,52094.0,8.0,1044.934166108674,1079276.0,,3.2887411715828834,84000008,USA,18741.54328310935,
Connecticut,US,2020-09-11 04:30:23,41.5978,-72.7554,54093,4478,9142.0,40473.0,9.0,1517.2130602669574,1309460.0,,8.278335459301573,84000009,USA,36728.03900499455,
Delaware,US,2020-09-11 04:30:23,39.3185,-75.5071,18466,628,10027.0,7811.0,10.0,1896.3527096914652,256698.0,,3.4008447958410053,84000010,USA,26361.41816703021,
Diamond Princess,US,2020-09-11 04:30:23,,,49,0,,,88888.0,,,,0.0,84088888,USA,,
District of Columbia,US,2020-09-11 04:30:23,38.8974,-77.0268,14412,616,11498.0,2298.0,11.0,2042.085784039368,319188.0,,4.274215931168471,84000011,USA,45226.8441046321,
Florida,US,2020-09-11 04:30:23,27.7663,-81.6868,654731,12326,,,12.0,3048.4170655409366,8635009.0,,1.8826052226028704,84000012,USA,40204.463812924056,
Georgia,US,2020-09-11 04:30:23,33.0406,-83.6431,289123,6204,,,13.0,2723.0995694529643,2542594.0,,2.145799538604677,84000013,USA,23947.374047355937,
Grand Princess,US,2020-09-11 04:30:23,,,103,3,,,99999.0,,,,2.912621359223301,84099999,USA,,
Guam,US,2020-09-11 04:30:23,13.4443,144.7937,1846,21,1081.0,744.0,66.0,1124.0402121428006,42618.0,,1.1375947995666305,316,GUM,25950.349816414884,
Hawaii,US,2020-09-11 04:30:23,21.0943,-157.4983,10292,94,3120.0,7078.0,15.0,726.9018668354202,239272.0,,0.9133307423241352,84000015,USA,16899.267730416308,
Idaho,US,2020-09-11 04:30:23,44.2405,-114.4788,34617,407,17304.0,16906.0,16.0,1937.0867875538943,272164.0,,1.1757229107086113,84000016,USA,15229.664281937143,
Illinois,US,2020-09-11 04:30:23,40.3495,-88.9861,257566,8461,,,17.0,2032.5886863458693,4577649.0,,3.2849832664249163,84000017,USA,36124.634336296265,
Indiana,US,2020-09-11 04:30:23,39.8494,-86.2583,102243,3376,79859.0,19008.0,18.0,1518.7117353134233,1164141.0,,3.301937540956349,84000018,USA,17292.084526662013,
Iowa,US,2020-09-11 04:30:23,42.0115,-93.2105,72458,1207,51691.0,19560.0,19.0,2296.55760411021,667869.0,,1.6657925970907284,84000019,USA,21168.119883235555,
Kansas,US,2020-09-11 04:30:23,38.5266,-96.7265,47757,504,1817.0,45436.0,20.0,1639.267171338208,441414.0,,1.0553426722784094,84000020,USA,15151.6108459301,
Kentucky,US,2020-09-11 04:30:23,37.6681,-84.6701,54772,1035,10791.0,42946.0,21.0,1225.9625984265188,884491.0,,1.8896516468268458,84000021,USA,19797.576948894868,
Louisiana,US,2020-09-11 04:30:23,31.1695,-91.8678,155419,5161,140440.0,9818.0,22.0,3343.2111640137205,2010519.0,,3.320700815215643,84000022,USA,43248.18436781669,
Maine,US,2020-09-11 04:30:23,44.6939,-69.3819,4633,134,4153.0,346.0,23.0,344.6628954361366,313909.0,,2.8922944096697605,84000023,USA,23352.640803682752,
Maryland,US,2020-09-11 04:30:23,39.0639,-76.8021,114078,3824,7166.0,103088.0,24.0,1886.9341414034484,1423727.0,,3.352092427987868,84000024,USA,23549.493191832848,
Massachusetts,US,2020-09-11 04:30:23,42.2302,-71.5301,123546,9166,107501.0,6879.0,25.0,1792.4692959872486,1907999.0,,7.41909895909216,84000025,USA,27682.236772330747,
Michigan,US,2020-09-11 04:30:23,43.3266,-84.5361,120846,6894,80678.0,33274.0,26.0,1210.0503692002399,3036448.0,,5.70478129189216,84000026,USA,30404.440556223042,
Minnesota,US,2020-09-11 04:30:23,45.6945,-93.9002,82249,1936,75425.0,4888.0,27.0,1458.4107615532362,1205501.0,,2.3538280100669917,84000027,USA,21375.525920840224,
Mississippi,US,2020-09-11 04:30:23,32.7416,-89.6787,88322,2656,74098.0,11568.0,28.0,2967.6605573175266,613238.0,,3.0071782794773667,84000028,USA,20605.083952449957,
Missouri,US,2020-09-11 04:30:23,38.4561,-92.2884,100863,1739,,,29.0,1643.4082811236237,1083924.0,,1.7241208371751782,84000029,USA,17660.88335374362,
Montana,US,2020-09-11 04:30:23,46.9219,-110.4544,8663,123,6732.0,1808.0,30.0,810.5518639043843,273353.0,,1.4198314671591827,84000030,USA,25576.218821869457,
Nebraska,US,2020-09-11 04:30:23,41.1254,-98.2681,37373,430,28175.0,8768.0,31.0,1932.0122745563501,390318.0,,1.1505632408423194,84000031,USA,20177.646080868148,
Nevada,US,2020-09-11 04:30:23,38.3135,-117.0554,72546,1429,1937.0,69180.0,32.0,2355.2703174774265,627319.0,,1.9697846883356767,84000032,USA,20366.468451597902,
New Hampshire,US,2020-09-11 04:30:23,43.4525,-71.5639,7573,434,6867.0,272.0,33.0,556.9565885691886,225659.0,,5.730886042519477,84000033,USA,16596.100200704415,
New Jersey,US,2020-09-11 04:30:23,40.2989,-74.521,199455,16014,34290.0,149151.0,34.0,2245.561060954562,3113654.0,,8.028878694442355,84000034,USA,35055.025843851574,
New Mexico,US,2020-09-11 04:30:23,34.8405,-106.2485,26429,816,13928.0,11685.0,35.0,1260.4270543759171,803101.0,,3.087517499716221,84000035,USA,38300.738877609954,
New York,US,2020-09-11 04:30:23,42.1657,-74.9481,444071,32854,75584.0,335633.0,36.0,2282.723456132273,9052978.0,,7.3983664774326625,84000036,USA,46536.35393540545,
North Carolina,US,2020-09-11 04:30:23,35.6301,-79.8064,180754,2990,156652.0,21112.0,37.0,1723.422505006634,2521839.0,,1.6541819268176639,84000037,USA,24044.80170067288,
North Dakota,US,2020-09-11 04:30:23,47.5289,-99.784,14443,160,11930.0,2353.0,38.0,1895.252617241117,214292.0,,1.1078030880011078,84000038,USA,28120.021730515367,
Northern Mariana Islands,US,2020-09-11 04:30:23,15.0979,145.6739,59,2,29.0,28.0,69.0,106.99260118961266,14375.0,,3.389830508474576,580,MNP,26068.11257797766,
Ohio,US,2020-09-11 04:30:23,40.3888,-82.7649,134086,4115,112140.0,17831.0,39.0,1147.1028565073445,2490351.0,,3.0689259132198736,84000039,USA,21304.899436226908,
