Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-11-02 05:30:37,32.3182,-86.9023,194458,2973,81005.0,110480.0,1.0,3965.9527429619725,2309232.0,,1.5288648448508162,84000001,USA,47096.57090238284,
Alaska,US,2020-11-02 05:30:37,61.3707,-152.4044,16709,85,7104.0,9520.0,2.0,2284.0700161985933,604207.0,,0.5087078819797713,84000002,USA,82593.27860897142,
American Samoa,US,2020-11-02 05:30:37,-14.271,-170.132,0,0,,,60.0,0.0,1616.0,,,16,ASM,2904.3331356373897,
Arizona,US,2020-11-02 05:30:37,33.7298,-111.4312,247473,5979,41398.0,200096.0,4.0,3399.953590722101,2842876.0,,2.416021141700307,84000004,USA,24534.090279921584,
Arkansas,US,2020-11-02 05:30:37,34.9697,-92.3731,113057,1958,100067.0,11032.0,5.0,3746.3334265578546,1346972.0,,1.7318697648089016,84000005,USA,44634.17770007595,
California,US,2020-11-02 05:30:37,36.1162,-119.6816,944468,17677,,,6.0,2390.3312147231,18743315.0,,1.8716257637857303,84000006,USA,47436.75140727972,
Colorado,US,2020-11-02 05:30:37,39.0598,-105.3111,109910,2288,7963.0,99659.0,8.0,1908.578549181626,2004722.0,,2.081703211718679,84000008,USA,34811.840653921274,
Connecticut,US,2020-11-02 05:30:37,41.5978,-72.7554,71207,4616,9800.0,56791.0,9.0,1997.2305174870914,2288584.0,,6.48250874211805,84000009,USA,64190.73695890402,
Delaware,US,2020-11-02 05:30:37,39.3185,-75.5071,25126,738,13291.0,11097.0,10.0,2580.2966632572166,561267.0,,2.9371965294913633,84000010,USA,57638.91456246072,
Diamond Princess,US,2020-11-02 05:30:37,,,49,0,,,88888.0,,,,0.0,84088888,USA,,
District of Columbia,US,2020-11-02 05:30:37,38.8974,-77.0268,17369,646,13349.0,3374.0,11.0,2461.0732710921307,525246.0,,3.7192699637284816,84000011,USA,74423.90991698182,
Florida,US,2020-11-02 05:30:37,27.7663,-81.6868,807412,16789,,,12.0,3759.297359866172,11752535.0,,2.0793597320822577,84000012,USA,54719.61501344392,
Georgia,US,2020-11-02 05:30:37,33.0406,-83.6431,361982,7981,,,13.0,3409.3206986290365,3584111.0,,2.2048057638225105,84000013,USA,33756.88243748036,
Grand Princess,US,2020-11-02 05:30:37,,,103,3,,,99999.0,,,,2.912621359223301,84099999,USA,,
Guam,US,2020-11-02 05:30:37,13.4443,144.7937,4628,79,2666.0,1883.0,66.0,2818.0163064988524,67563.0,,1.7070008643042351,316,GUM,41139.506420912265,
Hawaii,US,2020-11-02 05:30:37,21.0943,-157.4983,15154,219,11776.0,3159.0,15.0,1070.294489897392,530264.0,,1.445162993269104,84000015,USA,37451.408036884684,
Idaho,US,2020-11-02 05:30:37,44.2405,-114.4788,65088,630,29867.0,34591.0,16.0,3642.173060297191,385982.0,,0.9679203539823009,84000016,USA,21598.65477752628,
Illinois,US,2020-11-02 05:30:37,40.3495,-88.9861,423527,10075,,,17.0,3342.274168803363,7814562.0,,2.378832990576752,84000017,USA,61668.816186718555,
Indiana,US,2020-11-02 05:30:37,39.8494,-86.2583,182108,4544,122446.0,55118.0,18.0,2705.0219251631593,2941037.0,,2.4952226151514485,84000018,USA,43685.99714299253,
Iowa,US,2020-11-02 05:30:37,42.0115,-93.2105,130974,1733,93522.0,35719.0,19.0,4151.2232692143125,897175.0,,1.323163375937209,84000019,USA,28435.977648673404,
Kansas,US,2020-11-02 05:30:37,38.5266,-96.7265,90172,1031,2659.0,86482.0,20.0,3095.1692814437442,642782.0,,1.143370447589052,84000020,USA,22063.60179506912,
Kentucky,US,2020-11-02 05:30:37,37.6681,-84.6701,108642,1489,18468.0,88685.0,21.0,2431.7357156622697,1895653.0,,1.370556506691703,84000021,USA,42430.43302408212,
Louisiana,US,2020-11-02 05:30:37,31.1695,-91.8678,183341,5926,168634.0,8781.0,22.0,3943.840058303293,2783118.0,,3.2322284704457815,84000022,USA,59867.5269327916,
Maine,US,2020-11-02 05:30:37,44.6939,-69.3819,6711,147,5554.0,1010.0,23.0,499.2516061454592,623558.0,,2.1904336164506035,84000023,USA,46388.36731110866,
Maryland,US,2020-11-02 05:30:37,39.0639,-76.8021,146145,4152,8199.0,133794.0,24.0,2417.345939579998,3452416.0,,2.841014061377399,84000024,USA,57105.5034338569,
Massachusetts,US,2020-11-02 05:30:37,42.2302,-71.5301,159707,10013,127054.0,22640.0,25.0,2317.11179523607,6165624.0,,6.269606216383753,84000025,USA,89454.06334970039,
Michigan,US,2020-11-02 05:30:37,43.3266,-84.5361,197406,7699,121093.0,68614.0,26.0,1976.6579215062357,4911592.0,,3.9000840906558056,84000026,USA,49180.55800738911,
Minnesota,US,2020-11-02 05:30:37,45.6945,-93.9002,150672,2529,129663.0,18480.0,27.0,2671.6636830204525,2836227.0,,1.678480407773176,84000027,USA,50290.99416415823,
Mississippi,US,2020-11-02 05:30:37,32.7416,-89.6787,120500,3348,101385.0,15767.0,28.0,4048.856424863137,924764.0,,2.7784232365145227,84000028,USA,31072.503426407748,
Missouri,US,2020-11-02 05:30:37,38.4561,-92.2884,195735,3056,,,29.0,3189.2023824963812,2535182.0,,1.5612946075050451,84000029,USA,41306.912276608375,
Montana,US,2020-11-02 05:30:37,46.9219,-110.4544,33495,376,21398.0,11721.0,30.0,3133.9529818166166,501704.0,,1.122555605314226,84000030,USA,46941.834506324034,
