Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-11-07 05:30:37,32.3182,-86.9023,202131,3049,84471.0,114611.0,1.0,4122.442861119864,2394095.0,,1.5084277028263848,84000001,USA,48827.34385914462,
Alaska,US,2020-11-07 05:30:37,61.3707,-152.4044,18712,86,7122.0,11504.0,2.0,2557.874088401944,781301.0,,0.4595981188542112,84000002,USA,106801.49546507734,
American Samoa,US,2020-11-07 05:30:37,-14.271,-170.132,0,0,,,60.0,0.0,1768.0,,,16,ASM,3177.5129850290255,
Arizona,US,2020-11-07 05:30:37,33.7298,-111.4312,254764,6109,42652.0,206003.0,4.0,3500.1223429898428,2992772.0,,2.397905512552794,84000004,USA,25310.93048403997,
Arkansas,US,2020-11-07 05:30:37,34.9697,-92.3731,119230,2056,105746.0,11428.0,5.0,3950.886141048259,1407002.0,,1.7243982219240124,84000005,USA,46623.372492050505,
California,US,2020-11-07 05:30:37,36.1162,-119.6816,973243,17938,,,6.0,2463.263076845866,19396349.0,,1.843027258062859,84000006,USA,49089.49061155076,
Colorado,US,2020-11-07 05:30:37,39.0598,-105.3111,124469,2376,8366.0,113727.0,8.0,2161.3944448920734,2141933.0,,1.9089090456258184,84000008,USA,37194.49893171001,
Connecticut,US,2020-11-07 05:30:37,41.5978,-72.7554,78125,4671,9800.0,63654.0,9.0,2191.268192434438,2434474.0,,5.97888,84000009,USA,68282.69365131055,
Delaware,US,2020-11-07 05:30:37,39.3185,-75.5071,26035,749,13766.0,11520.0,10.0,2673.6457704330824,577122.0,,2.876896485500288,84000010,USA,59267.13248795397,
Diamond Princess,US,2020-11-07 05:30:37,,,49,0,,,88888.0,,,,0.0,84088888,USA,,
District of Columbia,US,2020-11-07 05:30:37,38.8974,-77.0268,17792,652,13738.0,3402.0,11.0,2521.0095940624783,546323.0,,3.664568345323741,84000011,USA,77410.38244475018,
