Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-04-16 23:30:51,32.3182,-86.9023,4465,133,,,1,91.06325786198155,73878,553,2.978723404255319,84000001,USA,1506.7349080240701,12.727272727272727
Alaska,US,2020-04-16 23:30:51,61.3707,-152.4044,300,9,110,181.0,2,41.009097184725476,8735,35,3.0,84000002,USA,1461.3157027447976,11.666666666666666
American Samoa,US,,-14.270999999999999,-170.132,0,0,,,60,0.0,3,,,16,ASM,5.3917075537822825,
Arizona,US,2020-04-16 23:30:51,33.7298,-111.4312,4237,150,460,3627.0,4,58.210808305914355,59878,578,3.540240736370073,84000004,USA,651.186191192761,13.641727637479349
Arkansas,US,2020-04-16 23:30:51,34.9697,-92.3731,1620,37,548,1035.0,5,53.681418673976175,22675,85,2.2839506172839505,84000005,USA,875.8116466147321,5.246913580246914
California,US,2020-04-16 23:30:51,36.1162,-119.6816,27575,954,,,6,69.73538289657861,246400,5031,3.4622922261740583,84000006,USA,628.4332373850444,18.177548144668858
Colorado,US,2020-04-16 23:30:51,39.0598,-105.3111,8286,355,,,8,143.88574159329409,40533,1636,4.284335022930244,84000008,USA,715.2697645043166,19.744146753560223
Connecticut,US,2020-04-16 23:30:51,41.5978,-72.7554,15884,971,,,9,445.51813079844624,53122,1926,6.113069755729035,84000009,USA,1489.9782261568284,12.125409216821959
Delaware,US,2020-04-16 23:30:51,39.3185,-75.5071,2070,71,378,1621.0,10,212.57717475692263,13350,209,3.429951690821256,84000010,USA,1370.9687357511677,10.096618357487923
Diamond Princess,US,2020-04-16 23:30:51,,,49,0,0,49.0,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-04-16 23:30:51,38.8974,-77.0268,2350,81,552,1717.0,11,332.97957205748787,12150,313,3.4468085106382977,84000011,USA,1721.5752342546714,13.319148936170214
Florida,US,2020-04-16 23:30:51,27.7663,-81.6868,23343,668,,,12,108.6846346987115,385511,3460,2.861671593197104,84000012,USA,1794.9330509075514,14.822430707278412
Georgia,US,2020-04-16 23:30:51,33.0406,-83.6431,15669,587,,,13,147.57818351967327,67939,3108,3.746250558427468,84000013,USA,670.0499724194535,19.835343672219032
Grand Princess,US,2020-04-16 23:30:51,,,103,0,0,103.0,99999,,,,0.0,84099999,USA,,
Guam,US,2020-04-16 23:30:51,13.4443,144.7937,135,5,86,44.0,66,82.20229070383428,1005,9,3.7037037037037037,316,GUM,611.9503863507663,6.666666666666667
Hawaii,US,2020-04-16 23:30:51,21.0943,-157.4983,530,9,359,162.0,15,37.432762283596254,20700,45,1.6981132075471699,84000015,USA,1462.0853716592762,8.49056603773585
Idaho,US,2020-04-16 23:30:51,44.2405,-114.4788,1587,41,,,16,88.80482802807956,15831,143,2.58349086326402,84000016,USA,982.9884811955563,9.010712035286705
Illinois,US,2020-04-16 23:30:51,40.3495,-88.9861,25734,1072,,,17,203.08052015570613,122589,4423,4.165695189243802,84000017,USA,1044.5861001513933,17.187378565322142
Indiana,US,2020-04-16 23:30:51,39.8494,-86.2583,9542,601,,,18,141.73632794773908,51115,,6.298469922448124,84000018,USA,781.097904429619,
Iowa,US,2020-04-16 23:30:51,42.0115,-93.2105,2141,60,987,1094.0,19,67.85903323856523,20675,175,2.802428771602055,84000019,USA,788.9074461797228,8.173750583839327
Kansas,US,2020-04-16 23:30:51,38.5266,-96.7265,1615,80,,,20,55.43515048498033,16122,359,4.953560371517028,84000020,USA,661.147399536106,22.229102167182663
Kentucky,US,2020-04-16 23:30:51,37.6681,-84.6701,2435,129,862,1444.0,21,54.50264600833588,28324,807,5.297741273100616,84000021,USA,827.3880518318127,33.14168377823409
Louisiana,US,2020-04-16 23:30:51,31.1695,-91.8678,22532,1156,,,22,484.68484514478376,126586,1914,5.130481093555832,84000022,USA,2753.506105585363,8.494585478430677
Maine,US,2020-04-16 23:30:51,44.6939,-69.3819,796,27,333,436.0,23,59.21684972310915,14872,130,3.391959798994975,84000023,USA,1266.7737643589555,16.331658291457288
Maryland,US,2020-04-16 23:30:51,39.0639,-76.8021,10784,319,736,9729.0,24,178.3753026954784,58843,2451,2.958086053412463,84000024,USA,990.0670246587143,22.72811572700297
Massachusetts,US,2020-04-16 23:30:51,42.2302,-71.5301,32181,1108,,,25,466.89859982650717,140773,3454,3.4430253876510983,84000025,USA,2050.9568208267992,10.733041235511637
Michigan,US,2020-04-16 23:30:51,43.3266,-84.5361,28809,1996,617,26196.0,26,288.4691349841096,94286,3809,6.928390433545073,84000026,USA,1183.4182872679298,13.221562706098789
Minnesota,US,2020-04-16 23:30:51,45.6945,-93.9002,1809,87,1020,702.0,27,32.07656102383985,41675,475,4.8092868988391375,84000027,USA,842.5241072074779,26.257600884466555
Mississippi,US,2020-04-16 23:30:51,32.7416,-89.6787,3624,129,,,28,121.76809696019923,38415,682,3.5596026490066226,84000028,USA,1326.8485903939134,18.81898454746137
Missouri,US,2020-04-16 23:30:51,38.4561,-92.2884,5265,170,,,29,85.78512041200321,50648,1043,3.2288698955365622,84000029,USA,864.3805841361383,20.158484731349052
Montana,US,2020-04-16 23:30:51,46.9219,-110.4544,415,7,218,190.0,30,38.82939207206735,9936,52,1.6867469879518073,84000030,USA,1147.3613345234974,12.53012048192771
Nebraska,US,2020-04-16 23:30:51,41.1254,-98.2681,952,21,,,31,49.21402310164143,12294,,2.2058823529411766,84000031,USA,806.0201721397889,
Nevada,US,2020-04-16 23:30:51,38.3135,-117.0554,3214,137,,,32,104.34536432570299,28451,,4.262601120099564,84000032,USA,943.1175885413749,
New Hampshire,US,2020-04-16 23:30:51,43.4525,-71.5639,1139,32,365,742.0,33,83.76780065763975,12166,178,2.809482001755926,84000033,USA,916.0123721151558,15.62774363476734
New Jersey,US,2020-04-16 23:30:51,40.2989,-74.521,75317,3518,,,34,847.9552903056566,151830,8224,4.670924226934158,84000034,USA,1709.3757282832275,10.919181592469164
New Mexico,US,2020-04-16 23:30:51,34.8405,-106.2485,1484,36,353,1095.0,35,70.77353470406982,33394,215,2.4258760107816713,84000035,USA,2002.5990490143224,14.487870619946092
New York,US,2020-04-16 23:30:51,42.1657,-74.9481,223691,14832,23887,184972.0,36,1149.8717381357583,550579,50450,6.630575213128825,84000036,USA,3265.3946008620474,22.553433084031095
North Carolina,US,2020-04-16 23:30:51,35.6301,-79.8064,5639,150,,,37,53.76577838240045,70917,452,2.660046107465863,84000037,USA,715.0422847636212,8.015605603830467
North Dakota,US,2020-04-16 23:30:51,47.5289,-99.78399999999999,393,9,163,221.0,38,51.57060711595644,11704,45,2.2900763358778624,84000038,USA,1930.0218661055576,11.450381679389313
Northern Mariana Islands,US,2020-04-16 23:30:51,15.0979,145.6739,13,2,,,69,23.574640940084144,40,,15.384615384615385,580,MNP,72.53735673872045,
Ohio,US,2020-04-16 23:30:51,40.3888,-82.7649,8414,504,,,39,71.98158968611784,74840,2331,5.990016638935108,84000039,USA,669.7774985546624,27.703826955074874
Oklahoma,US,2020-04-16 23:30:51,35.5653,-96.9289,2357,131,1240,986.0,40,59.565763812774975,30899,528,5.557912600763682,84000040,USA,844.781079790925,22.40135765803988
Oregon,US,2020-04-16 23:30:51,44.571999999999996,-122.0709,1736,64,,,41,41.159512790863914,34938,414,3.686635944700461,84000041,USA,871.9080306477994,23.847926267281107
Pennsylvania,US,2020-04-16 23:30:51,40.5908,-77.2098,28033,877,,,42,218.97378602653072,147831,2512,3.128455748582028,84000042,USA,1123.8930186040957,8.889518012598202
Puerto Rico,US,2020-04-16 23:30:51,18.2208,-66.5901,1043,56,,,72,32.65810688187409,14192,,5.369127516778524,630,PRI,444.37569785959454,
Rhode Island,US,2020-04-16 23:30:51,41.6809,-71.5118,3529,139,182,3208.0,44,333.12534631726106,28064,331,3.938792859166903,84000044,USA,2649.144153881444,9.379427599886654
