Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-08-29 04:30:22,32.3182,-86.9023,122879,2107,48028.0,72744.0,1.0,2506.1057251561997,1463949.0,,1.7146949438065089,84000001,USA,29857.103087075033,
Alaska,US,2020-08-29 04:30:22,61.3707,-152.4044,5140,37,2183.0,2920.0,2.0,702.6225317649632,339538.0,,0.7198443579766537,84000002,USA,46413.822799691065,
American Samoa,US,2020-08-29 04:30:22,-14.271,-170.132,0,0,,,60.0,0.0,1514.0,,,16,ASM,2721.015078808792,
Arizona,US,2020-08-29 04:30:22,33.7298,-111.4312,200658,4978,30123.0,165557.0,4.0,2756.777052878962,1729437.0,,2.4808380428390593,84000004,USA,16267.66090782208,
Arkansas,US,2020-08-29 04:30:22,34.9697,-92.3731,59583,756,53331.0,5496.0,5.0,1974.3826968219275,698055.0,,1.2688182870953124,84000005,USA,23131.223896581752,
California,US,2020-08-29 04:30:22,36.1162,-119.6816,699724,12542,,,6.0,1770.7381333619219,11010637.0,,1.7925900940173627,84000006,USA,27866.40731401015,
Colorado,US,2020-08-29 04:30:22,39.0598,-105.3111,56773,1937,5907.0,48929.0,8.0,985.8587023263439,972990.0,,3.411833089672908,84000008,USA,16895.895210337825,
Connecticut,US,2020-08-29 04:30:22,41.5978,-72.7554,52495,4465,8967.0,39063.0,9.0,1472.3919841516265,1127506.0,,8.505571959234214,84000009,USA,31624.550842610985,
Delaware,US,2020-08-29 04:30:22,39.3185,-75.5071,17083,615,9156.0,7312.0,10.0,1754.3265103248837,231041.0,,3.6000702452730784,84000010,USA,23726.59083720491,
Diamond Princess,US,2020-08-29 04:30:22,,,49,0,,,88888.0,,,,0.0,84088888,USA,,
District of Columbia,US,2020-08-29 04:30:22,38.8974,-77.0268,13851,605,11010.0,2236.0,11.0,1962.5957670503253,281549.0,,4.367915673958559,84000011,USA,39893.64490775049,
Florida,US,2020-08-29 04:30:22,27.7663,-81.6868,615806,10957,,,12.0,2867.1828880295907,7944139.0,,1.7792941283456154,84000012,USA,36987.78414131806,
Georgia,US,2020-08-29 04:30:22,33.0406,-83.6431,265372,5471,,,13.0,2499.4012200512307,2286984.0,,2.0616342342070753,84000013,USA,21539.916041773977,
Grand Princess,US,2020-08-29 04:30:22,,,103,3,,,99999.0,,,,2.912621359223301,84099999,USA,,
Guam,US,2020-08-29 04:30:22,13.4443,144.7937,1287,10,488.0,789.0,66.0,783.6618380432201,36926.0,,0.777000777000777,316,GUM,22484.4576779984,
Hawaii,US,2020-08-29 04:30:22,21.0943,-157.4983,7830,59,2371.0,5400.0,15.0,553.0160918501108,188153.0,,0.7535121328224776,84000015,USA,13288.842494236767,
Idaho,US,2020-08-29 04:30:22,44.2405,-114.4788,31376,353,13928.0,17095.0,16.0,1755.7279673654848,249187.0,,1.1250637429882713,84000016,USA,13943.92481526973,
Illinois,US,2020-08-29 04:30:22,40.3495,-88.9861,231186,8206,,,17.0,1824.4102406433929,3926007.0,,3.5495228949849906,84000017,USA,30982.1848020107,
Indiana,US,2020-08-29 04:30:22,39.8494,-86.2583,91313,3229,69723.0,18361.0,18.0,1356.3581339228567,1044049.0,,3.5361887135457164,84000018,USA,15508.244755555337,
Iowa,US,2020-08-29 04:30:22,42.0115,-93.2105,62828,1108,45977.0,15743.0,19.0,1991.334582117037,607159.0,,1.763544916279366,84000019,USA,19243.9153489463,
Kansas,US,2020-08-29 04:30:22,38.5266,-96.7265,41027,447,1658.0,38922.0,20.0,1408.2587733419741,403147.0,,1.0895264094376873,84000020,USA,13838.089543385986,
Kentucky,US,2020-08-29 04:30:22,37.6681,-84.6701,46757,918,10266.0,35573.0,21.0,1046.562718444255,804650.0,,1.9633423872361357,84000021,USA,18010.494501276167,
Louisiana,US,2020-08-29 04:30:22,31.1695,-91.8678,146243,4904,127918.0,13421.0,22.0,3145.8266380484915,1828478.0,,3.3533228940872384,84000022,USA,39332.308551422146,
Maine,US,2020-08-29 04:30:22,44.6939,-69.3819,4436,132,3887.0,417.0,23.0,330.0074690599399,251173.0,,2.975653742110009,84000023,USA,18685.519843596103,
Maryland,US,2020-08-29 04:30:22,39.0639,-76.8021,106664,3727,6124.0,96813.0,24.0,1764.301120800307,1291270.0,,3.4941498537463436,84000024,USA,21358.556853819588,
