Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-04-28 02:32:46,32.3182,-86.9023,6621,228,,,1,135.0346764399059,110788,872,3.443588581785229,84000001,USA,2259.5109097454,13.335372381098027
Alaska,US,2020-04-28 02:32:46,61.3707,-152.4044,345,9,218,118.0,2,47.1604617624343,16256,10,2.608695652173913,84000002,USA,2719.5361263674217,2.898550724637681
American Samoa,US,2020-04-28 02:32:46,-14.270999999999999,-170.132,0,0,,,60,0.0,3,,,16,ASM,5.3917075537822825,
Arizona,US,2020-04-28 02:32:46,33.7298,-111.4312,6725,275,1418,5032.0,4,92.39265656296296,81952,1051,4.089219330855019,84000004,USA,914.2133153411514,15.628252788104088
Arkansas,US,2020-04-28 02:32:46,34.9697,-92.3731,3069,51,987,2031.0,5,101.69646537681042,40457,109,1.66177908113392,84000005,USA,1562.633375395467,3.551645487129358
California,US,2020-04-28 02:32:46,36.1162,-119.6816,45309,1732,,,6,114.61516604621309,553409,4878,3.8244970962969504,84000006,USA,1411.4472786851463,10.848196415069163
Colorado,US,2020-04-28 02:32:46,39.0598,-105.3111,13879,706,2150,11023.0,8,241.00774892268026,63274,2438,5.086821817133799,84000008,USA,1116.5711661916496,17.566107068232583
Connecticut,US,2020-04-28 02:32:46,41.5978,-72.7554,25997,2012,,,9,729.1699097435915,79811,1758,7.7393545409085664,84000009,USA,2238.557513041727,6.762318729084125
Delaware,US,2020-04-28 02:32:46,39.3185,-75.5071,4162,183,996,2983.0,10,427.41362383493333,19616,325,4.396924555502163,84000010,USA,2014.4511401119778,7.808745795290726
Diamond Princess,US,2020-04-28 02:32:46,,,49,0,0,49.0,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-04-28 02:32:46,38.8974,-77.0268,3892,185,659,3048.0,11,551.4708487011671,18416,402,4.753340184994861,84000011,USA,2609.4262974513604,10.328879753340185
Florida,US,2020-04-28 02:32:46,27.7663,-81.6868,32138,1088,,,12,149.63401404905926,558336,5211,3.3854004605140333,84000012,USA,2599.6034870899107,16.214450183583295
Georgia,US,2020-04-28 02:32:46,33.0406,-83.6431,24302,995,,,13,228.88793259908738,127169,4681,4.094313225248951,84000013,USA,1254.2072291704246,19.26178915315612
Grand Princess,US,2020-04-28 02:32:46,,,103,3,0,100.0,99999,,,,2.912621359223301,84099999,USA,,
Guam,US,2020-04-28 02:32:46,13.4443,144.7937,141,5,128,8.0,66,85.85572584622692,1568,3,3.5460992907801416,316,GUM,954.7643838786086,2.127659574468085
Hawaii,US,2020-04-28 02:32:46,21.0943,-157.4983,607,16,488,103.0,15,42.8711069927225,29010,68,2.6359143327841843,84000015,USA,2049.0384846297393,11.202635914332784
Idaho,US,2020-04-28 02:32:46,44.2405,-114.4788,1897,56,983,858.0,16,106.15170684893947,19895,169,2.952029520295203,84000016,USA,1235.3329438055457,8.908803373748023
Illinois,US,2020-04-28 02:32:46,40.3495,-88.9861,45883,1983,,,17,362.08686975613057,227628,4672,4.32186212758538,84000017,USA,1939.6279014043787,10.18242050432622
Indiana,US,2020-04-28 02:32:46,39.8494,-86.2583,15961,1036,,,18,237.08379064911585,84476,1493,6.490821377106697,84000018,USA,1290.8936041200527,9.354050498089093
Iowa,US,2020-04-28 02:32:46,42.0115,-93.2105,5868,127,2021,3720.0,19,185.98636480331658,38150,300,2.1642808452624402,84000019,USA,1455.710716892693,5.112474437627812
Kansas,US,2020-04-28 02:32:46,38.5266,-96.7265,3473,126,,,20,119.21131742064192,27167,496,3.6279873308378923,84000020,USA,1114.0920111150845,14.281600921393608
Kentucky,US,2020-04-28 02:32:46,37.6681,-84.6701,4156,213,1511,2432.0,21,93.0238179920509,48474,1274,5.125120307988451,84000021,USA,1416.0008623250703,30.654475457170356
Louisiana,US,2020-04-28 02:32:46,31.1695,-91.8678,27068,1740,17303,8025.0,22,582.2585384510477,146989,1683,6.428254765775085,84000022,USA,3197.313359722931,6.2176740062065905
Maine,US,2020-04-28 02:32:46,44.6939,-69.3819,1023,51,549,423.0,23,76.1040669180159,17807,161,4.9853372434017595,84000023,USA,1516.7724866823507,15.73802541544477
Maryland,US,2020-04-28 02:32:46,39.0639,-76.8021,19487,945,1263,17279.0,24,322.3293326805256,104976,4101,4.849386770667625,84000024,USA,1766.28105264132,21.04479909683379
Massachusetts,US,2020-04-28 02:32:46,42.2302,-71.5301,56462,3003,,,25,819.1799118549532,244887,5237,5.318621373667245,84000025,USA,3567.819560439945,9.275264779851936
Michigan,US,2020-04-28 02:32:46,43.3266,-84.5361,38210,3407,8342,26461.0,26,382.60285493223745,157760,2667,8.91651400157027,84000026,USA,1980.1038224061751,6.979848207275582
Minnesota,US,2020-04-28 02:32:46,45.6945,-93.9002,3811,286,1842,1683.0,27,67.57533115635914,61268,861,7.504591970611388,84000027,USA,1238.6266826727715,22.59249540802939
Mississippi,US,2020-04-28 02:32:46,32.7416,-89.6787,6094,229,,,28,204.76125355282952,63462,1060,3.7577945520183786,84000028,USA,2191.968378070507,17.394158188382015
Missouri,US,2020-04-28 02:32:46,38.4561,-92.2884,7377,343,,,29,120.19692939778683,71106,679,4.649586552799241,84000029,USA,1213.5256242217708,9.295003422313483
Montana,US,2020-04-28 02:32:46,46.9219,-110.4544,449,14,352,83.0,30,42.01059527797167,13033,61,3.11804008908686,84000030,USA,1504.9879501655337,13.585746102449889
Nebraska,US,2020-04-28 02:32:46,41.1254,-98.2681,3358,56,,,31,173.59316131860496,22363,,1.6676593210244193,84000031,USA,1466.1647234067104,
Nevada,US,2020-04-28 02:32:46,38.3135,-117.0554,4700,206,,,32,152.58967402949722,38813,,4.382978723404255,84000032,USA,1286.605847388717,
New Hampshire,US,2020-04-28 02:32:46,43.4525,-71.5639,1938,60,779,1099.0,33,142.5302876861333,19724,242,3.0959752321981426,84000033,USA,1485.075458457943,12.487100103199175
New Jersey,US,2020-04-28 02:32:46,40.2989,-74.521,111188,6044,,,34,1251.8083941010043,227775,6407,5.435838399827319,84000034,USA,2564.4013469651068,5.762312479764003
New Mexico,US,2020-04-28 02:32:46,34.8405,-106.2485,2825,99,650,2076.0,35,134.72724766778788,56615,412,3.504424778761062,84000035,USA,3395.1352087185082,14.584070796460177
New York,US,2020-04-28 02:32:46,42.1657,-74.9481,291996,22574,23887,245535.0,36,1500.9899729926053,826095,57103,7.730927820929054,84000036,USA,4899.435235995439,19.556089809449446
North Carolina,US,2020-04-28 02:32:46,35.6301,-79.8064,9321,340,,,37,88.87228591990682,109920,473,3.647677287844652,84000037,USA,1108.3019295968138,5.016970725498515
North Dakota,US,2020-04-28 02:32:46,47.5289,-99.78399999999999,942,19,350,573.0,38,123.61198957565132,22434,77,2.0169851380042463,84000038,USA,3699.428447044778,8.174097664543524
Northern Mariana Islands,US,2020-04-28 02:32:46,15.0979,145.6739,14,2,11,1.0,69,25.388074858552155,65,,14.285714285714286,580,MNP,117.87320470042071,
Ohio,US,2020-04-28 02:32:46,40.3888,-82.7649,16325,957,,,39,139.660025151637,119391,3232,5.862174578866769,84000039,USA,1068.4848387218026,19.797856049004594
Oklahoma,US,2020-04-28 02:32:46,35.5653,-96.9289,3281,197,2167,917.0,40,82.91695845130025,53171,656,6.004266991770802,84000040,USA,1453.6993039762863,19.993904297470284
Oregon,US,2020-04-28 02:32:46,44.571999999999996,-122.0709,2354,92,,,41,55.81191999406317,51198,554,3.9082412914188613,84000041,USA,1277.690404519607,23.534409515717925
Pennsylvania,US,2020-04-28 02:32:46,40.5908,-77.2098,43695,1954,,,42,341.31415048083545,216298,2800,4.471907540908571,84000042,USA,1616.0639402734316,6.42821066164654
Puerto Rico,US,2020-04-28 02:32:46,18.2208,-66.5901,1389,84,,,72,43.49195633645553,24014,,6.047516198704104,630,PRI,751.9192508737531,
Rhode Island,US,2020-04-28 02:32:46,41.6809,-71.5118,7708,300,452,6956.0,44,727.608435651303,55885,718,3.8920601971977167,84000044,USA,5275.349951527383,9.314997405293202
South Carolina,US,2020-04-28 02:32:46,33.8569,-80.945,5613,177,3701,1735.0,45,109.01751388793396,50761,944,3.1533939070016035,84000045,USA,1007.1676942841979,16.818100837341884
South Dakota,US,2020-04-28 02:32:46,44.2998,-99.4388,2244,11,1316,917.0,46,253.65705882153463,16375,150,0.49019607843137253,84000046,USA,2225.190652976252,6.684491978609626
Tennessee,US,2020-04-28 02:32:46,35.7478,-86.6923,9918,184,4720,5014.0,47,145.22986235231377,154402,837,1.8552127445049404,84000047,USA,2351.921856275978,8.439201451905626
Texas,US,2020-04-28 02:32:46,31.0545,-97.5635,20007,717,11170,13678.0,48,88.16769526678634,290517,1563,2.80461568550753,84000048,USA,1263.9658421146264,6.17274199281229
Utah,US,2020-04-28 02:32:46,40.15,-111.8624,4236,41,1641,2554.0,49,132.1289923324011,100195,349,0.9678942398489141,84000049,USA,3496.1313829390047,8.23890462700661
Vermont,US,2020-04-28 02:32:46,44.0459,-72.7107,855,47,,,50,137.02164621491724,15073,33,5.497076023391813,84000050,USA,2468.591905219697,3.8596491228070176
Virgin Islands,US,2020-04-28 02:32:46,18.3358,-64.8963,57,4,51,2.0,78,53.13793489204609,775,,7.017543859649122,850,VIR,722.4894656374688,
Virginia,US,2020-04-28 02:32:46,37.7693,-78.17,13538,460,1843,11235.0,51,158.60781283481415,80679,3298,3.3978431082877827,84000051,USA,1020.3193785940209,24.36105776333284
Washington,US,2020-04-28 02:32:46,47.4009,-121.4905,13686,810,,,53,179.72675387559616,175477,536,5.918456817185445,84000053,USA,2324.382471037776,3.91641093087827
West Virginia,US,2020-04-28 02:32:46,38.4912,-80.9545,1063,34,455,574.0,54,59.314330799873,43039,100,3.1984948259642523,84000054,USA,3253.141728105409,9.407337723424272
Wisconsin,US,2020-04-28 02:32:46,44.2685,-89.6165,6081,281,,,55,104.44085755201347,67392,1415,4.620950501562243,84000055,USA,1302.3688340540693,23.269199144877486
Wyoming,US,2020-04-28 02:32:46,42.756,-107.3025,520,7,342,171.0,56,89.8474148998115,8167,54,1.3461538461538463,84000056,USA,1642.4664146086398,10.384615384615385
Recovered,US,2020-04-28 02:32:46,,,0,0,111424,0.0,,,,,,84070001,USA,,
