Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-09-25 04:30:27,32.3182,-86.9023,149263,2506,64583.0,82174.0,1.0,3044.2049402582197,1799504.0,,1.6789157393325875,84000001,USA,36700.715963195355,
Alaska,US,2020-09-25 04:30:27,61.3707,-152.4044,7178,46,2731.0,4401.0,2.0,981.2109986398649,433198.0,,0.64084703259961,84000002,USA,59216.86294076237,
American Samoa,US,2020-09-25 04:30:27,-14.271,-170.132,0,0,,,60.0,0.0,1571.0,,,16,ASM,2823.457522330656,
Arizona,US,2020-09-25 04:30:27,33.7298,-111.4312,215852,5559,34393.0,175900.0,4.0,2965.5226326288,2105548.0,,2.5753757204010155,84000004,USA,19514.661718541884,
Arkansas,US,2020-09-25 04:30:27,34.9697,-92.3731,79049,1246,70737.0,7066.0,5.0,2619.4212745426807,917413.0,,1.5762375235613353,84000005,USA,30400.019351820065,
California,US,2020-09-25 04:30:27,36.1162,-119.6816,801441,15250,,,6.0,2028.192643071487,13952857.0,,1.9029578828626477,84000006,USA,35312.76131945297,
Colorado,US,2020-09-25 04:30:27,39.0598,-105.3111,67217,2033,6351.0,58833.0,8.0,1167.2179450490523,1245745.0,,3.024532484341759,84000008,USA,21632.264441363517,
Connecticut,US,2020-09-25 04:30:27,41.5978,-72.7554,56472,4499,9310.0,42663.0,9.0,1583.939806248417,1505473.0,,7.9667799971667375,84000009,USA,42225.85727320129,
Delaware,US,2020-09-25 04:30:27,39.3185,-75.5071,19947,642,10487.0,8818.0,10.0,2048.442949215621,277916.0,,3.2185291021206197,84000010,USA,28540.385555432324,
Diamond Princess,US,2020-09-25 04:30:27,,,49,0,,,88888.0,,,,0.0,84088888,USA,,
District of Columbia,US,2020-09-25 04:30:27,38.8974,-77.0268,15106,621,11956.0,2529.0,11.0,2140.4210278725154,367867.0,,4.110949291672183,84000011,USA,52124.33882300932,
Florida,US,2020-09-25 04:30:27,27.7663,-81.6868,693040,13795,,,12.0,3226.783156903355,9483865.0,,1.9905055985224518,84000012,USA,44156.72377401772,
Georgia,US,2020-09-25 04:30:27,33.0406,-83.6431,311698,6816,,,13.0,2935.721784843648,2824816.0,,2.1867320290794297,84000013,USA,26605.4766773444,
Grand Princess,US,2020-09-25 04:30:27,,,103,3,,,99999.0,,,,2.912621359223301,84099999,USA,,
Guam,US,2020-09-25 04:30:27,13.4443,144.7937,2263,38,1568.0,657.0,66.0,1377.9539545390887,47687.0,,1.6791869200176757,316,GUM,29036.893605879595,
Hawaii,US,2020-09-25 04:30:27,21.0943,-157.4983,11779,124,5125.0,6530.0,15.0,831.9254847895855,286785.0,,1.0527209440529757,84000015,USA,20255.008927360665,
Idaho,US,2020-09-25 04:30:27,44.2405,-114.4788,39234,457,20901.0,17876.0,16.0,2195.4433666374753,294063.0,,1.1648060355813834,84000016,USA,16455.081376446855,
Illinois,US,2020-09-25 04:30:27,40.3495,-88.9861,283559,8774,,,17.0,2237.7131116356522,5295876.0,,3.0942414100769153,84000017,USA,41792.541103603035,
Indiana,US,2020-09-25 04:30:27,39.8494,-86.2583,114236,3544,90979.0,19713.0,18.0,1696.8550785409684,1331608.0,,3.1023495220420885,84000018,USA,19779.629866467505,
Iowa,US,2020-09-25 04:30:27,42.0115,-93.2105,83991,1303,61509.0,21179.0,19.0,2662.0962450912343,738580.0,,1.5513566929790097,84000019,USA,23409.30629114409,
Kansas,US,2020-09-25 04:30:27,38.5266,-96.7265,57653,622,2008.0,55023.0,20.0,1978.9490593873506,492281.0,,1.0788684023381263,84000020,USA,16897.629297768795,
Kentucky,US,2020-09-25 04:30:27,37.6681,-84.6701,64158,1137,11570.0,51451.0,21.0,1436.0495944980753,1226385.0,,1.7721874123258206,84000021,USA,27450.19610880205,
Louisiana,US,2020-09-25 04:30:27,31.1695,-91.8678,163222,5423,149640.0,8159.0,22.0,3511.061148332234,2237534.0,,3.32246878484518,84000022,USA,48131.493888522484,
Maine,US,2020-09-25 04:30:27,44.6939,-69.3819,5214,140,4478.0,596.0,23.0,387.885244291823,399966.0,,2.685078634445723,84000023,USA,29754.68155320738,
Maryland,US,2020-09-25 04:30:27,39.0639,-76.8021,121800,3909,7416.0,110475.0,24.0,2014.661708856572,1561579.0,,3.20935960591133,84000024,USA,25829.666803403423,
Massachusetts,US,2020-09-25 04:30:27,42.2302,-71.5301,128993,9362,111479.0,8152.0,25.0,1871.4971904981398,3642716.0,,7.257758172924112,84000025,USA,52850.40862513952,
Michigan,US,2020-09-25 04:30:27,43.3266,-84.5361,132337,7019,90216.0,35102.0,26.0,1325.1115941682153,3462824.0,,5.303883267718023,84000026,USA,34673.8117908367,
Minnesota,US,2020-09-25 04:30:27,45.6945,-93.9002,93012,2040,83862.0,7110.0,27.0,1649.2565472357062,1895302.0,,2.1932653851115984,84000027,USA,33606.83817667536,
Mississippi,US,2020-09-25 04:30:27,32.7416,-89.6787,95310,2874,85327.0,7109.0,28.0,3202.4606294913324,721759.0,,3.015423355366698,84000028,USA,24251.44036807297,
Missouri,US,2020-09-25 04:30:27,38.4561,-92.2884,122841,1980,,,29.0,2001.5061683819347,1259531.0,,1.6118396952157668,84000029,USA,20522.13076878458,
Montana,US,2020-09-25 04:30:27,46.9219,-110.4544,11242,165,8634.0,2443.0,30.0,1051.8554835522439,321518.0,,1.467710371819961,84000030,USA,30082.767422233617,
Nebraska,US,2020-09-25 04:30:27,41.1254,-98.2681,42731,462,31383.0,10886.0,31.0,2208.996240710336,434369.0,,1.0811822798436732,84000031,USA,22454.88025276984,
