Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-05-11 02:32:34,32.3182,-86.9023,9982,393,,,1,203.58195744194845,180684,1240,3.93708675616109,84000001,USA,3685.033299783712,12.539184952978056
Alaska,US,2020-05-11 02:32:34,61.3707,-152.4044,380,10,324,46.0,2,51.944856433985606,27364,,2.6315789473684212,84000002,USA,4577.841200905396,
American Samoa,US,2020-05-11 02:32:34,-14.270999999999999,-170.132,0,0,,,60,0.0,83,,,16,ASM,149.17057565464316,
Arizona,US,2020-05-11 02:32:34,33.7298,-111.4312,11119,536,2775,7808.0,4,152.760438412429,153090,1528,4.820577390053062,84000004,USA,1892.3527319443797,13.7422430074647
Arkansas,US,2020-05-11 02:32:34,34.9697,-92.3731,4012,91,2968,953.0,5,132.94435291357556,65528,471,2.2681954137587237,84000005,USA,2530.9894412070635,11.739780658025921
California,US,2020-05-11 02:32:34,36.1162,-119.6816,68444,2707,,,6,173.13376673339792,955664,,3.957081670540426,84000006,USA,2437.3823919332026,
Colorado,US,2020-05-11 02:32:34,39.0598,-105.3111,19703,971,3023,15709.0,8,342.14105317555794,100610,3623,4.92818352535147,84000008,USA,1775.4247405022893,18.38806273156372
Connecticut,US,2020-05-11 02:32:34,41.5978,-72.7554,33554,2967,5413,25174.0,9,941.1304054904977,130192,9389,8.842462895630923,84000009,USA,3651.6555329206317,27.981760743875544
Delaware,US,2020-05-11 02:32:34,39.3185,-75.5071,6277,316,2537,3424.0,10,644.6120415213543,31039,,5.034252031225107,84000010,USA,3187.527984193295,
Diamond Princess,US,2020-05-11 02:32:34,,,49,0,,,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-05-11 02:32:34,38.8974,-77.0268,6272,323,880,5069.0,11,888.7012238061974,29570,,5.1498724489795915,84000011,USA,4189.874870527624,
Florida,US,2020-05-11 02:32:34,27.7663,-81.6868,40596,1721,,,12,189.0143267887115,813810,7404,4.239333924524583,84000012,USA,3789.0863455493472,18.238250073898907
Georgia,US,2020-05-11 02:32:34,33.0406,-83.6431,33580,1406,,,13,316.2726021182353,243547,5997,4.187016081000595,84000013,USA,2401.9879691022925,17.858844550327575
Grand Princess,US,2020-05-11 02:32:34,,,103,3,,,99999,,,,2.912621359223301,84099999,USA,,
Guam,US,2020-05-11 02:32:34,13.4443,144.7937,151,5,124,22.0,66,91.9447844168813,3794,,3.3112582781456954,316,GUM,2310.188821706276,
Hawaii,US,2020-05-11 02:32:34,21.0943,-157.4983,632,17,551,64.0,15,44.636803326854405,37270,81,2.689873417721519,84000015,USA,2632.4599904222814,12.816455696202532
Idaho,US,2020-05-11 02:32:34,44.2405,-114.4788,2230,67,1473,690.0,16,124.78561216295994,32142,207,3.004484304932735,84000016,USA,1995.7814264789067,9.282511210762332
Illinois,US,2020-05-11 02:32:34,40.3495,-88.9861,77741,3406,,,17,613.4950927731697,429984,,4.381214545735197,84000017,USA,3663.9120123950497,
Indiana,US,2020-05-11 02:32:34,39.8494,-86.2583,24126,1529,,,18,358.36623853145596,140029,4389,6.337561137362182,84000018,USA,2139.8094191406653,18.19199204178065
Iowa,US,2020-05-11 02:32:34,42.0115,-93.2105,11959,265,5154,6540.0,19,379.0407185894449,74174,,2.2159043398277447,84000019,USA,2830.298472209662,
Kansas,US,2020-05-11 02:32:34,38.5266,-96.7265,6951,174,371,6406.0,20,238.59426069417853,52505,657,2.5032369443245575,84000020,USA,2153.178527021663,9.451877427708244
