Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-04-26 02:32:45,32.3182,-86.9023,6274,209,,,1,127.95764385802289,107175,839,3.3312081606630537,84000001,USA,2185.8241122861978,13.923000331895121
Alaska,US,2020-04-26 02:32:45,61.3707,-152.4044,339,9,217,113.0,2,46.34027981873979,15732,32,2.6548672566371683,84000002,USA,2631.8739136326453,9.43952802359882
American Samoa,US,2020-04-26 02:32:45,-14.270999999999999,-170.132,0,0,,,60,0.0,3,,,16,ASM,5.3917075537822825,
Arizona,US,2020-04-26 02:32:45,33.7298,-111.4312,6286,273,1345,4668.0,4,86.36137385201266,79897,1022,4.342984409799555,84000004,USA,858.7777214033737,16.258351893095767
Arkansas,US,2020-04-26 02:32:45,34.9697,-92.3731,2911,48,964,1899.0,5,96.46087022218805,38053,291,1.6489178976296806,84000005,USA,1469.7799598072943,9.996564754379937
California,US,2020-04-26 02:32:45,36.1162,-119.6816,42429,1661,,,6,107.3288131624485,506035,4847,3.9167138275797018,84000006,USA,1290.6218071434291,11.440237915407854
Colorado,US,2020-04-26 02:32:45,39.0598,-105.3111,12968,684,2086,10198.0,8,225.1883052114214,56789,2366,5.27452190006169,84000008,USA,1002.1329449198341,18.2449105490438
Connecticut,US,2020-04-26 02:32:45,41.5978,-72.7554,24583,1865,,,9,689.5097084750821,77602,1810,7.5865435463531705,84000009,USA,2176.598966647005,7.362811699141683
Delaware,US,2020-04-26 02:32:45,39.3185,-75.5071,3576,157,809,2610.0,10,367.234771464133,17698,300,4.390380313199105,84000010,USA,1817.4834970280274,8.389261744966444
Diamond Princess,US,2020-04-26 02:32:45,,,49,0,0,49.0,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-04-26 02:32:45,38.8974,-77.0268,3699,165,652,2882.0,11,524.1240157619777,17302,402,4.4606650446066505,84000011,USA,2451.579810952619,10.86780210867802
Florida,US,2020-04-26 02:32:45,27.7663,-81.6868,30839,1055,,,12,143.58589082266909,529275,5045,3.420992898602419,84000012,USA,2464.2959358334633,16.359155614643797
Georgia,US,2020-04-26 02:32:45,33.0406,-83.6431,23222,907,,,13,218.71597279302142,119014,4326,3.905779002669882,84000013,USA,1173.778351425968,18.6288864008268
Grand Princess,US,2020-04-26 02:32:45,,,103,3,0,100.0,99999,,,,2.912621359223301,84099999,USA,,
Guam,US,2020-04-26 02:32:45,13.4443,144.7937,141,5,128,8.0,66,85.85572584622692,1449,2,3.5460992907801416,316,GUM,882.3045868878213,1.4184397163120568
Hawaii,US,2020-04-26 02:32:45,21.0943,-157.4983,605,13,463,129.0,15,42.729851285991955,28040,67,2.1487603305785123,84000015,USA,1980.5253053780727,11.074380165289256
Idaho,US,2020-04-26 02:32:45,44.2405,-114.4788,1887,56,867,964.0,16,105.5921301127827,19361,168,2.96767355590885,84000016,USA,1202.1754775078748,8.90302066772655
Illinois,US,2020-04-26 02:32:45,40.3495,-88.9861,41777,1875,,,17,329.684265584244,201617,4699,4.488115470234818,84000017,USA,1717.9870604558605,11.247815783804485
Indiana,US,2020-04-26 02:32:45,39.8494,-86.2583,14399,958,,,18,213.88193105423338,79774,1515,6.653239808320023,84000018,USA,1219.0414600013387,10.521563997499827
Iowa,US,2020-04-26 02:32:45,42.0115,-93.2105,5092,112,1723,3257.0,19,161.39103094384595,34350,293,2.199528672427337,84000019,USA,1310.7120085259241,5.754124116260801
Kansas,US,2020-04-26 02:32:45,38.5266,-96.7265,3135,120,,,20,107.60940976496182,25199,474,3.827751196172249,84000020,USA,1033.3862623068064,15.119617224880383
Kentucky,US,2020-04-26 02:32:45,37.6681,-84.6701,3915,205,1341,2369.0,21,87.62951093332032,44962,1143,5.236270753512133,84000021,USA,1313.4098851314068,29.195402298850574
Louisiana,US,2020-04-26 02:32:45,31.1695,-91.8678,26512,1707,14927,9878.0,22,570.2984472962235,139002,1700,6.438593844296922,84000022,USA,3023.579666697555,6.412190706095353
Maine,US,2020-04-26 02:32:45,44.6939,-69.3819,965,47,519,399.0,23,71.7892713351763,17774,156,4.870466321243524,84000023,USA,1513.9615981519685,16.16580310880829
Maryland,US,2020-04-26 02:32:45,39.0639,-76.8021,17766,875,1165,15726.0,24,293.8627251194241,89123,3760,4.925137903861308,84000024,USA,1499.5452889665482,21.164021164021165
Massachusetts,US,2020-04-26 02:32:45,42.2302,-71.5301,53348,2730,,,25,774.0003885380971,226845,4965,5.117342730749044,84000025,USA,3304.9611787804142,9.306815625702932
Michigan,US,2020-04-26 02:32:45,43.3266,-84.5361,37074,3155,8342,25577.0,26,371.2279048353251,144044,2889,8.510007013001024,84000026,USA,1807.9492583333868,7.79252306198414
